"species","nonnative_area_km2"
"Myosotis alpestris",1466.64722527098
"Myosotis discolor",914154.771315871
"Myosotis ramosissima",4943.87908155508
"Myosotis secunda",1450.82422555499
"Myosotis sparsiflora",21377.9775634798
"Myosotis stricta",779255.051065912
"Myrica faya",15219.9211342414
"Myricaria germanica",36259.9826998096
"Myriolimon diffusum",0
"Myriophyllum heterophyllum",76665.1311989282
"Myriophyllum pinnatum",0
"Myriophyllum spicatum",1195182.62075329
"Myroxylon balsamum",11996.0642869146
"Myrrhis odorata",997923.012597066
"Myrtus communis",94248.0587917112
"Najas marina",13941.464507278
"Najas minor",366065.348165289
"Najas wrightiana",4746.05194768024
"Narcissus cyclamineus",33018.3595632463
"Narcissus minor",21745.1652459298
"Narcissus poeticus",1566320.05590771
"Narcissus pseudonarcissus",2307426.84418762
"Narcissus tazetta",701214.736693846
"Nasturtium microphyllum",158214.857282328
"Nasturtium officinale",3386071.45159706
"Neatostema apulum",118512.388968093
"Neillia incisa",0
"Neltuma juliflora",518418.600421955
"Nelumbo nucifera",580010.404925216
"Neonotonia wightii",136126.603692889
"Neotorularia torulosa",2444.65200519703
"Neotrinia splendens",2958.1383223131
"Neottia ovata",21899.450652212
"Nepeta cataria",4193820.17934158
"Nepeta nuda",11059.0136915149
"Nepeta ucranica",0
"Nephelium lappaceum",40931.6563632218
"Nephroia orbiculata",0
"Nephrolepis brownii",89556.1857548199
"Nephrolepis falcata",49620.797082751
"Nephrolepis hirsutula",0
"Nephrolepis undulata",0
"Neptunia oleracea",86672.0767362414
"Nerine bowdenii",0
"Nerium oleander",2061615.83488842
"Neslia paniculata",396080.150135009
"Neurada procumbens",5073.65109951062
"Neustanthus phaseoloides",237452.914750382
"Nicandra physalodes",3827882.59292576
"Nidorella aegyptiaca",0
"Nigella arvensis",132688.098291362
"Nigella segetalis",5120.24525937766
"Noccaea caerulescens",566262.88991768
"Noccaea perfoliata",739364.560981765
"Nonea echioides",1149.47604315399
"Nonea pulla",12611.5518291739
"Notobasis syriaca",3829.56731835239
"Nuphar japonica",0
"Nuphar lutea",1663.17377097958
"Nuphar pumila",0
"Nymphaea alba",121978.860793298
"Nymphaea lotus",69728.9983898736
"Nymphaea nouchali",1530.34990281976
"Nymphoides hydrophylla",52405.5002008085
"Nymphoides indica",17547.512875882
"Nymphoides peltata",347266.602697391
"Nypa fruticans",6526.62541983932
"Ochroma pyramidale",2885.84701301597
"Ocimum americanum",111403.893891197
"Ocimum basilicum",335399.332920487
"Ocimum tenuiflorum",61468.2163973993
"Ocotea foetens",1147.15403151475
"Odontarrhena argentea",1843.13542705417
"Odontites luteus",4231.52691631346
"Oenanthe aquatica",2100.32222965261
"Oenanthe fistulosa",576.922695278402
"Oenanthe globulosa",0
"Oenanthe javanica",18576.1148878968
"Oenanthe pimpinelloides",78820.257368035
"Ohwia caudata",0
"Oldenlandia capensis",0
"Oldenlandia pumila",0
"Olea europaea",1328875.36744249
"Olearia traversiorum",0
"Olimarabidopsis pumila",0
"Omalotheca supina",0
"Omalotheca sylvatica",403679.453007997
"Omphalodes verna",823967.664369537
"Oncidium altissimum",0
"Onobrychis arenaria",43568.0525765127
"Onobrychis viciifolia",2115622.58086207
"Onoclea struthiopteris",0
"Ononis arvensis",45361.3027014403
"Ononis natrix",5199.70839273664
"Ononis spinosa",37094.799868606
"Onopordum acanthium",2451339.55472978
"Operculina turpethum",9634.51007266924
"Ophiuros exaltatus",0
"Oplismenus undulatifolius",19317.3523218333
"Oreomecon alpina",0
"Origanum vulgare",971679.467838523
"Orlaya grandiflora",23952.5506253362
"Ornithopus perpusillus",100016.066552521
"Ornithopus pinnatus",101955.200678317
"Orthilia secunda",1652.42272145672
"Orthosiphon aristatus",15308.6309830967
"Osmunda regalis",40286.9139038441
"Ottelia alismoides",13315.6321372415
"Ouret lanata",0
"Oxalis exilis",168429.807435799
"Oxalis purpurata",907.828753978647
"Oxalis thompsoniae",5824.30605730045
"Oxalis violacea",133.306568059235
"Oxybasis chenopodioides",19645.5343345346
"Oxybasis glauca",935944.702760226
"Oxybasis rubra",326840.985323443
"Oxybasis urbica",83063.4538332451
"Oxytropis floribunda",0
"Oxytropis glabra",3350.01284268246
"Paliurus spina-christi",20787.5783338117
"Pallenis spinosa",72596.8501044032
"Pancratium maritimum",11096.6484846977
"Papaver bracteatum",0
"Papaver cambricum",338268.90670571
"Papaver dubium",1006753.62686951
"Papaver lecoqii",125341.162994053
"Papaver orientale",800315.920688094
"Papaver pinnatifidum",1124.56685273548
"Paphiopedilum insigne",0
"Pappophorum pappiferum",0
"Paramollugo nudicaulis",986480.301907889
"Parapholis incurva",753387.684103292
"Parapholis strigosa",116426.753436722
"Parietaria debilis",18610.4455410423
"Parietaria judaica",182582.687038859
"Parietaria officinalis",141158.60729991
"Parietaria pensylvanica",79952.3597870045
"Parochetus communis",36928.8269124809
"Paronychia argentea",1167.99977777911
"Paronychia echinulata",0
"Paronychia fastigiata",0
"Parthenocissus tricuspidata",955659.125059498
"Patis obtusa",0
"Pavonia spinifex",0
"Pedalium murex",12450.475979044
"Pedicularis spicata",0
"Pedicularis sylvatica",1516.05202207544
"Peganum harmala",323744.098830185
"Peltaria alliacea",959.867119171011
"Peltophorum pterocarpum",141738.470464058
"Penstemon hirsutus",8738.7216966164
"Penstemon pallidus",30157.1037251983
"Pentanema britannica",62924.4612595118
"Pentanema ensifolium",9640.60053806336
"Pentanema oculus-christi",1990.88521306275
"Pentanema salicinum",0
"Pentapogon micranthus",0
"Perezia multiflora",0
"Periploca graeca",202878.031360602
"Perotis indica",72366.8860937456
"Persea americana",652763.910344572
"Persicaria acuminata",11107.2178153647
"Persicaria amphibia",297996.032906834
"Persicaria dichotoma",0
"Persicaria minor",12741.4116518533
"Persicaria mitis",19588.1774661338
"Persicaria sagittata",51873.1627547415
"Persicaria senegalensis",2705.26502444199
"Persicaria thunbergii",263951.899469586
"Persicaria viscosa",11075.0775895679
"Petasites frigidus",0
"Petasites hybridus",782496.816986238
"Petasites spurius",83456.0805731368
"Petrorhagia nanteuilii",582036.108088267
"Petrorhagia prolifera",176238.003233078
"Petrorhagia saxifraga",290833.584793461
"Petrosedum forsterianum",151821.370548374
"Petrosedum rupestre",465046.035877896
"Petrosedum sediforme",19015.0362558638
"Peucedanum palustre",21065.1312131193
"Phacelia dubia",1147.86910333371
"Phaius tankervilleae",55007.4090545846
"Phalaris aquatica",955913.426671735
"Phalaris brachystachys",51251.618197538
"Phaulopsis imbricata",0
"Phedimus aizoon",424301.972213202
"Phedimus stellatus",0
"Phellodendron amurense",272942.084414508
"Philadelphus coronarius",3026807.85331718
"Phillyrea latifolia",10704.5631245855
"Phlomis fruticosa",163391.375698721
"Phlomoides tuberosa",13828.8080997134
"Phlox bifida",0
"Phlox divaricata",27316.6467078694
"Pholiurus pannonicus",0
"Phryma leptostachya",0
"Phyla nodiflora",1033219.18242263
"Phyllanthus angustifolius",0
"Phyllanthus emblica",9211.73860810056
"Phymatosorus scolopendria",0
"Physalis pubescens",117791.172188457
"Phyteuma nigrum",47236.463814113
"Phyteuma orbiculare",3160.31425073543
"Phyteuma spicatum",39428.9720954212
"Picea abies",1930207.81743855
"Picea obovata",112045.96639515
"Picris rhagadioloides",0
"Pimpinella lutea",3038.11671362712
"Pimpinella major",32143.4456161905
"Pimpinella peregrina",112176.430211456
"Pinus brutia",11800.42751328
"Pinus cembra",48432.653224995
"Pinus mugo",354210.110593711
"Pinus peuce",9944.01583979913
"Pinus pinea",76944.4740024367
"Pinus sibirica",110961.466223825
"Pinus sylvestris",1264363.65752715
"Piscidia piscipula",0
"Pistacia atlantica",31282.2128743942
"Pithecellobium unguis-cati",1722.09617038065
"Pittosporum crassifolium",73988.5318305886
"Pittosporum ferrugineum",0
"Plantago albicans",2207.61113249295
"Plantago cornuti",0
"Plantago coronopus",1012370.59657679
"Plantago heterophylla",0
"Plantago indica",12847.8703161255
"Plantago maritima",4804.53997555
"Plantago salsa",0
"Plantago sempervirens",0
"Platanus occidentalis",94360.4147200836
"Platanus orientalis",244147.248888152
"Platycerium alcicorne",1530.34990281976
"Platycodon grandiflorus",154982.336194568
"Pleopeltis polypodioides",2059.78512607316
"Pleurolobus gangeticus",1294.79358065442
"Pleurolobus salicifolius",1294.79358065442
"Pluchea camphorata",0
"Pluchea indica",14270.7293852742
"Plumbago zeylanica",539642.145191929
"Plumeria obtusa",27784.0116241072
"Podocarpus latifolius",2923.46017744288
"Podocarpus macrophyllus",84861.4568246404
"Podophyllum hexandrum",0
"Polemonium caeruleum",160909.200468612
"Polhillides velutina",10833.4253425734
"Polyalthia suberosa",3678.76435351877
"Polycarpon prostratum",7024.85156769736
"Polycarpon tetraphyllum",1624483.85106282
"Polycnemum arvense",41646.8260218198
"Polycnemum heuffelii",0
"Polycnemum majus",8223.50292983308
"Polygala monspeliaca",34256.0926705541
"Polygala senega",0
"Polygala serpyllifolia",11482.9517476979
"Polygala vulgaris",33865.023958986
"Polygonatum latifolium",0
"Polygonatum verticillatum",1563.50169157516
"Polygonum arenarium",0
"Polygonum arenastrum",958541.924025953
"Polygonum bellardii",114477.692158273
"Polygonum maritimum",6208.3260648869
"Polygonum oxyspermum",0
"Polypodium cambricum",576.922695278402
"Polypodium vulgare",23402.0170282295
"Polypogon monspeliensis",3289590.01318684
"Polypremum procumbens",6973.09023089141
"Polystachya concreta",1473.07764573866
"Polystichum aculeatum",12965.496644062
"Polystichum braunii",864.711940872844
"Polystichum lonchitis",77241.5918356971
"Polystichum luctuosum",9435.0810350667
"Polystichum setiferum",2583.77303417157
"Polytrias indica",9176.98061473565
"Pontederia cordata",556243.531327404
"Populus alba",3676915.48391912
"Populus euphratica",0
"Populus nigra",1015067.63289423
"Posidonia oceanica",0
"Pouzolzia zeylanica",75994.8738412902
"Premna serratifolia",0
"Prenanthes purpurea",2825.22519491664
"Primula auricula",9166.91366058227
"Primula elatior",89690.0726510393
"Primula farinosa",0
"Primula juliae",3924.78314742027
"Primula matthioli",0
"Primula veris",215190.245443372
"Primula vulgaris",214300.5942381
"Proboscidea louisianica",100901.938189897
"Protea cynaroides",147.058639927233
"Prunella grandiflora",6026.21331162509
"Prunella laciniata",72599.9807030259
"Prunus avium",1095689.64362619
"Prunus cerasifera",3255718.57683344
"Prunus fruticosa",7393.57038046536
"Prunus grisea",0
"Prunus lusitanica",450451.113676287
"Prunus maackii",12558.4241958262
"Prunus padus",412007.802838174
"Prunus sibirica",0
"Prunus spinosa",198324.882033122
"Prunus tenella",45611.6978721037
"Psammophiliella muralis",407491.283839088
"Pseudoconyza viscosa",0
"Pseudognaphalium luteoalbum",863467.937587703
"Pseudopodospermum hispanicum",71946.9900729726
"Pseudoroegneria spicata",0
"Pseudoturritis turrita",22910.5726749031
"Psilotum nudum",76914.9650863665
"Pteridium aquilinum",143403.745653128
"Pteris cretica",263697.322383052
"Pteris ensiformis",24597.3728919093
"Pteris grandifolia",0
"Pteris tripartita",75104.2783294596
"Pteris vittata",607925.909499195
"Pterocarpus indicus",11702.2869159025
"Pterocarpus marsupium",0
"Pterocarya fraxinifolia",156528.671672701
"Puccinellia distans",578711.447429895
"Puccinellia fasciculata",77878.2291310854
"Puccinellia maritima",3277.27521470102
"Puccinellia nutkaensis",0
"Puccinellia rupestris",0
"Pulicaria dysenterica",20809.4764414186
"Pulicaria vulgaris",13607.4452162656
"Pulmonaria mollis",34042.43362004
"Pulmonaria montana",3561.52802193552
"Pulmonaria obscura",0
"Pulmonaria officinalis",470741.375929436
"Pulsatilla halleri",0
"Pulsatilla patens",0
"Punica granatum",2643812.1531837
"Pyracantha coccinea",1035085.06823312
"Pyracantha koidzumii",209631.149294418
"Quercus canariensis",16665.4825642899
"Quercus ilex",323686.896944077
"Quercus pubescens",949.433503163574
"Quercus robur",770510.258744652
"Rabelera holostea",57160.3462142866
"Radiola linoides",32634.6013583894
"Raphia farinifera",66930.4699784697
"Rapistrum perenne",117636.455250602
"Rapistrum rugosum",1663380.10393188
"Rauvolfia serpentina",0
"Reichardia picroides",558.145385672233
"Reseda luteola",1154817.70925236
"Reseda odorata",56319.9497208585
"Reseda phyteuma",24857.8966110094
"Reutealis trisperma",10911.4057697442
"Rhagadiolus stellatus",20547.6486994503
"Rhamnus cathartica",2115213.57335901
"Rheum rhaponticum",37338.8707132285
"Rhinanthus alectorolophus",5831.65723378877
"Rhinanthus minor",707788.532555107
"Rhinanthus rumelicus",2062.08716415355
"Rhipsalis baccifera",0
"Rhizophora stylosa",1366.74209306105
"Rhododendron calendulaceum",32516.1431113805
"Rhododendron groenlandicum",4539.47760212924
"Rhododendron luteum",323313.629350243
"Rhododendron maximum",3112.3765228919
"Rhododendron ponticum",440721.264861846
"Rhododendron tomentosum",2210.6534414473
"Rhodotypos scandens",718208.684450221
"Rhus coriaria",51112.4833424034
"Rhynchospora corymbosa",17014.8950967393
"Ridolfia segetum",114.007137354507
"Ripariosida hermaphrodita",2996.49220496563
"Roemeria argemone",338434.857478752
"Roemeria hybrida",0
"Romulea bulbocodium",0
"Romulea columnae",96.8918334245122
"Rorippa amphibia",20670.4605462669
"Rorippa austriaca",405428.361044433
"Rorippa globosa",0
"Rorippa islandica",0
"Rorippa pyrenaica",13068.625671188
"Rosa acicularis",0
"Rosa arkansana",26826.9496179856
"Rosa arvensis",125355.546402518
"Rosa bracteata",383822.749162646
"Rosa canina",995836.83069456
"Rosa dumalis",14933.1761119297
"Rosa gallica",184873.78749141
"Rosa glauca",618907.817560929
"Rosa laevigata",382676.203615625
"Rosa majalis",295288.781239232
"Rosa micrantha",3238.92542448548
"Rosa mollis",0
"Rosa rubiginosa",1246208.01346124
"Rosa sempervirens",0
"Rosa setigera",54716.678807327
"Rosa sherardii",15466.0067375734
"Rosa spinosissima",180509.431096155
"Rosa tomentosa",550.484096734696
"Rosa villosa",24824.0626147785
"Rostraria cristata",905971.282642093
"Rotala mexicana",0
"Rotala ramosior",3027.42456376357
"Rotala rotundifolia",54201.3364028417
"Rothia indica",0
"Roystonea regia",1511.21064473085
"Rubia cordifolia",5908.33376728483
"Rubia tinctorum",841603.792253775
"Rumex acetosa",172010.341433075
"Rumex acetosella",4463234.46589295
"Rumex aquaticus",7646.21406541866
"Rumex conglomeratus",941588.385469742
"Rumex hastatulus",1291.69964631451
"Rumex hydrolapathum",0
"Rumex longifolius",313571.047382977
"Rumex maritimus",32177.5430798132
"Rumex palustris",0
"Rumex patientia",1040489.40542062
"Rumex pseudonatronatus",153508.110434957
"Rumex pulcher",777233.912523345
"Rumex sanguineus",236318.046214564
"Rumex scutatus",84526.5643370466
"Rumex stenophyllus",274315.407874534
"Rumex vesicarius",760447.157095864
"Ruppia cirrhosa",0
"Ruscus aculeatus",17938.6681123321
"Ruscus hypoglossum",2298.23122152558
"Ruscus hypophyllum",61561.533001773
"Sabatia angularis",0
"Sabatia campestris",0
"Sabulina mediterranea",112843.715732693
"Sabulina viscosa",1608.3205547755
"Sageretia thea",12788.1399660567
"Sagina apetala",601902.133501685
"Sagina maritima",35863.5821071828
"Sagina micropetala",15189.155755314
"Sagina nodosa",25659.3689687257
"Sagina saginoides",0
"Sagittaria brevirostra",0
"Sagittaria latifolia",607286.65549653
"Sagittaria platyphylla",159816.30225788
"Sagittaria rigida",11199.9352582562
"Sagittaria sagittifolia",50.4217435844777
"Sagittaria trifolia",0
"Salicornia fruticosa",0
"Salicornia perennis",26173.6595727092
"Salsola kali",680332.377739174
"Salsola tragus",2465047.60903532
"Salvia aethiopis",143708.797097006
"Salvia dumetorum",0
"Salvia fruticosa",145060.949349879
"Salvia glutinosa",55692.4440203985
"Salvia nemorosa",452136.67300958
"Salvia nutans",0
"Salvia officinalis",1745550.59029307
"Salvia pratensis",286830.621068448
"Salvia rosmarinus",334309.816419947
"Salvia sagittata",0
"Salvia sclarea",248530.420020262
"Salvia verbenaca",1464867.20527701
"Salvia verticillata",797148.578176865
"Salvinia auriculata",81115.5288705339
"Salvinia minima",359169.713394041
"Salvinia natans",17843.5821461666
"Samanea saman",379660.441190329
"Samolus valerandi",4628.44250769234
"Sandoricum koetjape",30608.8244208955
"Sanicula elata",0
"Sanicula europaea",1275.79565748651
"Santalum album",8516.92454155576
"Sapindus saponaria",3355.23765452516
"Saponaria calabrica",0
"Saponaria ocymoides",235602.555195062
"Satureja montana",45819.1579076333
"Saussurea amara",1060.23696389076
"Saxifraga cuneifolia",58348.8770831645
"Saxifraga granulata",3349.01371201276
"Saxifraga hostii",10632.4509218733
"Saxifraga hypnoides",39599.1007822254
"Saxifraga rosacea",13052.3754434876
"Saxifraga rotundifolia",21394.360042631
"Saxifraga tridactylites",27903.4054720485
"Saxifraga umbrosa",141437.067408348
"Scaevola taccada",77901.5932004955
"Scandix pecten-veneris",529621.218664476
"Scandosorbus intermedia",447093.19093037
"Schenkia spicata",0
"Schisandra chinensis",1878.67447647929
"Schismus arabicus",125013.78497654
"Schismus barbatus",1056429.94252335
"Schoenoplectiella erecta",7958.88195518622
"Schoenoplectiella lateriflora",0
"Schoenoplectiella lineolata",3311.01695891963
"Schoenoplectiella mucronata",130662.561469812
"Schoenoplectiella supina",0
"Schoenoplectus lacustris",0
"Schoenoplectus tabernaemontani",16857.2369420806
"Schoenoplectus triqueter",4401.35417727106
"Scilla bifolia",249894.893768607
"Scilla bithynica",40071.2712832071
"Scilla siberica",2335905.68419428
"Scirpoides holoschoenus",0
"Scleranthus annuus",1541878.23116169
"Scleranthus perennis",200427.207327876
"Sclerochloa dura",209647.349749844
"Scolochloa festucacea",15894.7854718019
"Scolymus grandiflorus",5155.93522085169
"Scorzonera laciniata",415826.640538298
"Scrophularia altaica",0
"Scrophularia auriculata",81850.4257460757
"Scrophularia nodosa",60561.142510156
"Scrophularia scopolii",1923.13500397751
"Scrophularia vernalis",338693.863483791
"Scutellaria altissima",392790.231235243
"Scutellaria baicalensis",27411.9887444549
"Scutellaria columnae",39622.7631131931
"Scutellaria galericulata",576.922695278402
"Scutellaria minor",5089.70055785146
"Scutellaria nervosa",0
"Secale sylvestre",120754.556409993
"Sedum album",1360896.11743085
"Sedum dasyphyllum",121052.9972777
"Sedum sexangulare",636150.534225481
"Selaginella moellendorffii",5168.67869008012
"Selaginella willdenowii",74565.6258235831
"Selenicereus grandiflorus",37510.1419035369
"Selinum carvifolia",0
"Sempervivum arachnoideum",26347.156534619
"Sempervivum globiferum",155741.802094155
"Sempervivum tectorum",709074.578548482
"Senna septemtrionalis",903375.586244999
"Serapias lingua",0
"Serapias nurrica",1660.23320023154
"Sesbania sericea",12545.1205405443
"Seseli montanum",3012.96112138512
"Seseli osseum",922.353773540911
"Seseli peucedanoides",0
"Sesleria albicans",0
"Sesuvium portulacastrum",89094.4448012582
"Sherardia arvensis",2687650.39384814
"Sibbaldianthe bifurca",38262.6240057395
"Sibirotrisetum sibiricum",4731.1020670832
"Sideritis lanata",9076.3254535318
"Sideritis montana",192283.65680915
"Sigesbeckia orientalis",438620.318202046
"Silene baccifera",10374.4733327069
"Silene bellidifolia",2047.28390093089
"Silene chalcedonica",952157.185878986
"Silene chlorantha",0
"Silene conica",127509.125370535
"Silene cretica",83650.570072586
"Silene dichotoma",724293.389412446
"Silene dioica",777900.546843773
"Silene flavescens",2156.2789221946
"Silene flos-cuculi",513360.268939725
"Silene gallica",2055398.9873948
"Silene italica",24486.5422274617
"Silene nivea",0
"Silene noctiflora",670596.537824024
"Silene nutans",550.484096734696
"Silene sibirica",0
"Silene tatarica",5778.90919275036
"Silene vulgaris",3030844.99616913
"Silybum marianum",2767896.15421203
"Sinapis alba",598042.834900435
"Sison amomum",42637.4010279143
"Sisymbrium altissimum",2297704.51052759
"Sisymbrium irio",2330275.74197519
"Sisymbrium loeselii",1258957.98635854
"Sisymbrium orientale",1395188.81396317
"Sisymbrium polyceratium",3027.42456376398
"Sisymbrium polymorphum",113531.052041976
"Sisymbrium strictissimum",50011.2965631539
"Sisyrinchium albidum",0
"Sium latifolium",0
"Sium suave",0
"Smilax aspera",400.56202746471
"Smyrnium olusatrum",238879.024147143
"Soda inermis",0
"Soldanella montana",948.415765503671
"Soleirolia soleirolii",966134.073104313
"Solidago missouriensis",0
"Solidago ptarmicoides",1208.23137244777
"Sonchus palustris",9390.90416171018
"Sonneratia apetala",2188.6888733537
"Sophora tomentosa",0
"Sorbaria sorbifolia",3137623.79875202
"Sparaxis fragrans",0
"Sparaxis pillansii",0
"Sparaxis tricolor",272768.701254696
"Sparganium emersum",2803.87649193414
"Sparganium erectum",0
"Sparganium glomeratum",2167.76464965909
"Spartium junceum",902005.005257558
"Spathoglottis plicata",82560.0321534039
"Spergula arvensis",1858644.23713317
"Spergula morisonii",45498.6254205579
"Spergula pentandra",77366.1162633051
"Spergula segetalis",0
"Spergularia diandra",440459.735381085
"Spergularia echinosperma",0
"Spergularia marina",178830.680291499
"Spergularia media",288420.509967722
"Spergularia rubra",2647192.30364489
"Spermacoce prostrata",3066.33291207251
"Sphaeranthus africanus",0
"Sphaeromorphaea australis",0
"Sphenopus divaricatus",7826.71396950055
"Spiraea chamaedryfolia",679219.445438566
"Spiraea media",15493.7355968021
"Spiraea salicifolia",883222.687912575
"Spiraea trilobata",24618.7913411458
"Spirobassia hirsuta",0
"Sporobolus aculeatus",0
"Sporobolus alopecuroides",38099.1471498897
"Sporobolus maritimus",0
"Sporobolus schoenoides",142797.633032545
"Sporobolus virginicus",8927.1423918085
"Stachys alpina",4499.95012904369
"Stachys annua",94282.9106193612
"Stachys arvensis",1073010.72463228
"Stachys germanica",31869.1824648829
"Stachys ocymastrum",0
"Stachys palustris",605132.748057881
"Stachys recta",879.07669109329
"Staphylea pinnata",209867.051816
"Stellaria aquatica",939809.528982829
"Stellaria longifolia",0
"Stellaria neglecta",34542.1977380385
"Stellaria nemorum",5611.93180205847
"Stellaria palustris",0
"Stellaria pubera",18461.1793400228
"Stemodia verticillata",10750.1680695904
"Stenanthium gramineum",2720.93617602634
"Stenochlaena tenuifolia",18386.6198432419
"Sternbergia lutea",548627.510995184
"Stictocardia tiliifolia",6284.68815881235
"Stipagrostis hirtigluma",0
"Stratiotes aloides",212804.901435505
"Striga gesnerioides",45385.1284322623
"Strigosella africana",380215.947666176
"Strobilanthes reptans",104565.480353141
"Strychnos nux-vomica",0
"Strychnos spinosa",7772.17292229775
"Stuckenia pectinata",0
"Stylosanthes fruticosa",0
"Styrax officinalis",57505.2078953616
"Suaeda aegyptiaca",3130.7693168822
"Suaeda maritima",101655.980949027
"Suaeda vermiculata",0
"Succisa pratensis",5953.88687506768
"Succisella inflexa",8464.77326790662
"Succowia balearica",0
"Swietenia macrophylla",67356.8527526727
"Swietenia mahagoni",71114.9139157092
"Symphyotrichum ciliatum",51931.4985990293
"Symphyotrichum dumosum",18271.8241519894
"Symphytum officinale",2460946.03407451
"Symphytum tauricum",14540.9973837556
"Syringa josikaea",26632.6666443245
"Tabernaemontana litoralis",0
"Tadehagi triquetrum",4035.30324615462
"Tamarindus indica",1977781.19001309
"Tamarix africana",27487.1194992451
"Tamarix gallica",322078.219134532
"Tanacetum bipinnatum",0
"Tanacetum cinerariifolium",73857.7365910783
"Tanacetum corymbosum",11652.9698066421
"Tanacetum millefolium",0
"Tanacetum vulgare",4090963.08476214
"Taxus baccata",174828.505776416
"Taxus cuspidata",40340.6837608793
"Tecomella undulata",1204.66223501274
"Teesdalia coronopifolia",3724.60046650092
"Teesdalia nudicaulis",250874.739531107
"Telekia speciosa",1031019.33759879
"Telmatoblechnum serrulatum",0
"Tephrosia inandensis",0
"Terminalia bellirica",0
"Terminalia buceras",25675.883733748
"Tetraclinis articulata",13170.5398465805
"Teucrium botrys",18476.8640657062
"Teucrium chamaedrys",30524.7531070555
"Teucrium fruticans",10717.3347447418
"Teucrium orientale",0
"Teucrium scorodonia",127817.379487512
"Thelypteris dentata",11381.3902731747
"Thelypteris hispidula",0
"Thelypteris interrupta",1300.32882933972
"Thelypteris parasitica",0
"Thelypteris unita",312.313979753839
"Thesium linophyllon",142.113909226102
"Thespesia populnea",91910.0670632091
"Thinopyrum elongatum",193551.846815957
"Thinopyrum junceum",28227.5136424839
"Thymelaea passerina",69197.4026868389
"Thymus pannonicus",66218.0483628275
"Thymus praecox",6830.28570039409
"Thymus pulegioides",578554.255507318
"Thymus serpyllum",24983.3656725187
"Ticanto crista",0
"Tilia cordata",352920.835180949
"Tilia dasystyla",3516.23299103699
"Tilia platyphyllos",206293.74654664
"Tillandsia bulbosa",0
"Tillandsia usneoides",62697.7698507447
"Tinospora crispa",76.9568712297241
"Tolpis barbata",363675.036775471
"Tolpis virgata",0
"Toona ciliata",271090.41727177
"Tordylium apulum",5636.90026272068
"Tordylium maximum",26390.2006932031
"Torenia crustacea",557240.195607381
"Torenia polygonoides",0
"Torilis arvensis",1692785.84693637
"Torilis japonica",366239.38960576
"Torilis leptophylla",3514.2282762956
"Torilis nodosa",615370.732970738
"Toxicodendron radicans",28436.658504281
"Tradescantia bracteata",3328.8570523331
"Tragopogon crocifolius",2355.70073178189
"Tragopogon dubius",5613719.93206031
"Tragopogon floccosus",0
"Tragus racemosus",97197.7984189034
"Trapa natans",194026.182534572
"Trianoptiles solitaria",2879.5545106176
"Trianthema portulacastrum",511187.744781353
"Tribulus terrestris",4330157.20385354
"Trichomanes membranaceum",13585.9253591243
"Trichosanthes tricuspidata",0
"Tricyrtis formosana",7269.21208843072
"Triglochin bulbosa",0
"Triglochin palustris",2077.04938479063
"Trigonella balansae",0
"Trigonella caerulea",84398.3213330822
"Trigonella procumbens",16522.7005134991
"Tripidium arundinaceum",0
"Tripidium ravennae",160879.726321435
"Tripleurospermum maritimum",49230.591574101
"Tripolium pannonicum",7086.18393083545
"Tristellateia australasiae",0
"Triumfetta rhomboidea",205718.006056859
"Triumfetta semitriloba",32916.9862827736
"Trollius europaeus",0
"Tuberaria guttata",7597.01854825836
"Turgenia latifolia",19609.1094031995
"Turritis glabra",10270.6511229419
"Tussilago farfara",2107379.40668646
"Typha angustifolia",1888430.07375952
"Typha domingensis",64073.5578066059
"Typha latifolia",140682.846172994
"Typha laxmannii",253281.512571754
"Typha minima",892.816660657275
"Typhonium flagelliforme",0
"Typhonium roxburghii",31708.898301667
"Typhonium trilobatum",16659.5554530141
"Ulex europaeus",1604412.337334
"Ulmus glabra",190146.373480665
"Ulmus laevis",223995.37968655
"Ulmus minor",372173.230937032
"Umbilicus rupestris",18758.8132696731
"Urospermum picroides",330389.38316555
"Urtica membranacea",2322.33611382165
"Urtica pilulifera",15191.035779125
"Urtica urens",2985705.047927
"Utricularia breviscapa",0
"Utricularia cornuta",0
"Utricularia gibba",77194.8236455893
"Utricularia subulata",7541.37877739972
"Vaccinium vitis-idaea",743.104735643184
"Vahlodea atropurpurea",0
"Valantia hispida",20.7516904479837
"Valeriana coronata",53138.5960412502
"Valeriana dentata",593.879091299925
"Valeriana eriocarpa",0
"Valeriana excelsa",885.318626930179
"Valeriana locusta",6570693.05286843
"Valeriana officinalis",916558.968872514
"Valeriana pumila",0
"Valeriana rubra",5697.99725042314
"Vallisneria americana",3238.18723119667
"Vallisneria spiralis",100243.433587695
"Ventenata dubia",189995.691934732
"Veratrum album",16489.3624591801
"Verbascum blattaria",2771589.64954752
"Verbascum chaixii",77377.2129266812
"Verbascum creticum",38420.0158565649
"Verbascum densiflorum",47224.6637503814
"Verbascum orientale",20792.0269062225
"Verbascum phlomoides",469108.968356442
"Verbascum phoeniceum",41864.7693346097
"Verbascum pulverulentum",740.937731227345
"Verbascum speciosum",228992.421561963
"Verbena officinalis",1056329.01454713
"Verbena supina",436219.206354491
"Vernonia noveboracensis",0
"Veronica acinifolia",5527.20940671199
"Veronica agrestis",523858.767804821
"Veronica americana",61674.5166355713
"Veronica anagalloides",0
