"species","nonnative_area_km2"
"Digera muricata",637.102064908864
"Digitalis ferruginea",6288.94262130898
"Digitalis grandiflora",347894.668655339
"Digitalis lanata",122581.850956325
"Digitaria abyssinica",2880.51154229772
"Digitaria bicornis",355328.858033709
"Digitaria fuscescens",19753.662767271
"Digitaria ischaemum",748660.400331918
"Digitaria longiflora",44597.9593647209
"Digitaria mollicoma",0
"Digitaria nuda",43965.170088374
"Digitaria sanguinalis",2109902.89422656
"Digitaria setigera",22614.8215734901
"Digitaria violascens",164316.602738963
"Dillenia indica",18123.1127866556
"Dimeria ornithopoda",4459.61713128147
"Dinebra retroflexa",29324.2826556799
"Diodia virginiana",53876.1988487833
"Dioscorea alata",226702.818584801
"Dioscorea pentaphylla",10018.7307621
"Diospyros ebenum",0
"Diospyros lotus",294314.146665182
"Diplazium proliferum",173.617487019952
"Diplotaxis erucoides",10444.8325003867
"Dipsacus fullonum",2844619.91715674
"Dipsacus laciniatus",1330904.21545864
"Discocactus ferricola",6334.25749437665
"Dodonaea viscosa",476603.818599311
"Dolomiaea costus",0
"Doronicum grandiflorum",5803.28505066243
"Doronicum pardalianches",482924.2793468
"Doronicum plantagineum",156828.241504684
"Dovyalis hebecarpa",8575.20696701721
"Draba muralis",279103.30265016
"Draba nemorosa",358343.536530695
"Draba verna",2310399.77534655
"Dracaena angustifolia",11293.642196439
"Dracocephalum thymiflorum",176371.515564207
"Dracunculus vulgaris",237380.900185404
"Drosera capillaris",0
"Drosera filiformis",8828.05595821493
"Drosera intermedia",0
"Drosera rotundifolia",55.2841355640898
"Drymaria cordata",749033.054367974
"Dryopteris affinis",3002.38364327183
"Dryopteris dilatata",28594.4635732178
"Dryopteris filix-mas",172171.553405391
"Duranta stenostachya",0
"Dysphania botrys",655748.442554916
"Ecballium elaterium",160749.308080669
"Echinacea purpurea",767707.145139924
"Echinocystis lobata",1847006.77358509
"Echinops exaltatus",605099.226839586
"Echinops ritro",17775.0792888812
"Echinops sphaerocephalus",689316.409004697
"Echinopsis oxygona",0
"Echinospartum horridum",0
"Echium hierrense",1152.86202407955
"Echium italicum",105190.970486723
"Echium pininana",189688.756548082
"Echium plantagineum",2197778.97481963
"Echium simplex",9749.89168668387
"Edrastima trinervia",0
"Elaeagnus angustifolia",4157306.94286445
"Elaeagnus conferta",0
"Elaeis oleifera",15350.6015611064
"Elaeocarpus floribundus",0
"Elaeodendron croceum",85.9227683888715
"Elatine ambigua",0
"Elatine hungarica",10606.6830239848
"Elatine triandra",4255.53946578949
"Eleocharis acicularis",0
"Eleocharis acutangula",3608.06036228743
"Eleocharis atropurpurea",0
"Eleocharis dulcis",7242.24782622952
"Eleocharis flavescens",7039.33435138229
"Eleocharis geniculata",2577.45739478813
"Eleocharis minuta",62365.501653934
"Eleocharis ochrostachys",122.030435090012
"Eleocharis palustris",0
"Eleocharis parvula",4022.90098536078
"Eleocharis retroflexa",0
"Elettaria cardamomum",11022.5875569972
"Eleutherococcus senticosus",0
"Ellisia nyctelea",8373.68101416271
"Entada gigas",4980.65657275762
"Enteropogon prieurii",0
"Enydra fluctuans",9869.86705707306
"Ephedra distachya",0
"Ephedra equisetina",1842.92428659585
"Ephedra foeminea",0
"Epimedium alpinum",435513.956491923
"Epipremnum pinnatum",69293.9992960122
"Equisetum hyemale",3401.6161447895
"Equisetum ramosissimum",367989.741996393
"Equisetum telmateia",138.872914533366
"Equisetum variegatum",8454.51684245367
"Eranthis hyemalis",1493224.14798845
"Eremogone longifolia",258.374698267288
"Eremogone procera",0
"Eremopyrum orientale",6255.42946452878
"Eremopyrum triticeum",319435.14111013
"Erica arborea",97607.3403970186
"Erica carnea",16158.3116757809
"Erica cinerea",18663.2819700657
"Erica lusitanica",401838.53434875
"Erica tetralix",21642.6132262884
"Erica vagans",10643.3395129782
"Erinus alpinus",204539.753156266
"Eriocaulon decangulare",0
"Eriocaulon melanocephalum",0
"Eriocaulon truncatum",122.030435090012
"Erodium brachycarpum",256497.409937661
"Erodium ciconium",21500.6775094423
"Erodium laciniatum",0
"Erodium manescavi",0
"Erodium moschatum",1208751.05214051
"Erucastrum gallicum",835681.286633611
"Eryngium aquaticum",0
"Eryngium campestre",43166.5232838829
"Eryngium divaricatum",0
"Eryngium giganteum",113648.395807902
"Eryngium maritimum",10705.4304602408
"Eryngium planum",346354.544716956
"Erysimum cheiranthoides",1765691.2436097
"Erysimum diffusum",16622.1954207437
"Erysimum marschallianum",24484.9201107004
"Erysimum odoratum",34315.4246239702
"Erysimum quadrangulum",0
"Erysimum repandum",276438.300433297
"Erysimum virgatum",120786.01848019
"Erythrina fusca",6819.13327800068
"Erythrina variegata",10295.4109710596
"Erythrina velutina",643.349986407459
"Erythrophleum suaveolens",0
"Eschenbachia leucantha",0
"Eucalyptus pulverulenta",37970.9541929515
"Eucalyptus raveretiana",0
"Euclidium syriacum",36858.0673680236
"Eulalia leschenaultiana",0
"Eulophia graminea",113447.904467863
"Euphrasia hirtella",0
"Euphrasia micrantha",0
"Euphrasia nemorosa",273151.039914577
"Euphrasia salisburgensis",0
"Eurybia schreberi",2167.76464965905
"Eurybia sibirica",2559.96384955645
"Exallage auricularia",0
"Fagopyrum tataricum",409529.552476076
"Falcaria vulgaris",111943.792543461
"Fallopia dumetorum",304687.649716947
"Fibigia clypeata",54560.8040837785
"Filago arvensis",508159.693776574
"Filago germanica",79821.9863011668
"Filago lutescens",941.217509862833
"Filago pyramidata",78182.757923901
"Filicium decipiens",13275.823349017
"Filipendula vulgaris",56753.9875745627
"Fimbristylis aestivalis",906.898523533234
"Fimbristylis alboviridis",4093.85109134399
"Fimbristylis aphylla",0
"Fimbristylis bisumbellata",62408.5023031336
"Fimbristylis complanata",4700.85946861487
"Fimbristylis dichotoma",23761.1385410724
"Fimbristylis ferruginea",5526.51686399559
"Fimbristylis schoenoides",50471.4488066
"Fimbristylis squarrosa",0
"Fimbristylis umbellaris",0
"Fimbristylis velata",2341.94058663495
"Flacourtia rukam",0
"Flemingia lineata",0
"Flemingia macrophylla",41070.6733692972
"Flemingia strobilifera",107907.500966036
"Flueggea flexuosa",0
"Forsythia ovata",0
"Fragaria moschata",630484.613384921
"Frankenia laevis",17.1153039299951
"Frankenia pulverulenta",20556.6162700341
"Fraxinus excelsior",232906.038589669
"Fraxinus mandshurica",0
"Fraxinus ornus",98372.2144185971
"Freesia leichtlinii",470.922324816012
"Fritillaria meleagris",213162.119436895
"Fuirena pubescens",10928.7537390522
"Fuirena scirpoidea",0
"Fumaria capreolata",784551.158885175
"Fumaria densiflora",341998.70798066
"Fumaria officinalis",1253401.21499072
"Fumaria parviflora",267197.864752013
"Fumaria reuteri",0
"Fumaria rostellata",0
"Fumaria schleicheri",74121.8682623296
"Fumaria vaillantii",168065.485118309
"Furcraea hexapetala",3399.07924375558
"Gagea fragifera",0
"Gagea lutea",45932.6685301356
"Gagea minima",45811.0814320697
"Gagea pratensis",3962.99439951664
"Gagea villosa",4149.57942898178
"Galanthus alpinus",2749.44373794449
"Galanthus elwesii",410806.495221477
"Galanthus nivalis",1745534.05022452
"Galanthus plicatus",82661.7775220834
"Galanthus woronowii",56811.5334639893
"Galatella sedifolia",1507.59742803286
"Galax urceolata",14757.2523006011
"Galega officinalis",671218.163688418
"Galeopsis angustifolia",166028.454428004
"Galeopsis bifida",1010652.39030295
"Galeopsis ladanum",234257.700285744
"Galeopsis pubescens",12846.0978379005
"Galeopsis segetum",551.411182438557
"Galeopsis speciosa",903358.95079067
"Galium aristatum",0
"Galium asperifolium",0
"Galium divaricatum",439348.288608808
"Galium glaucum",0
"Galium humifusum",0
"Galium intermedium",0
"Galium mollugo",1394260.69296191
"Galium odoratum",865815.84963316
"Galium parisiense",135463.068796669
"Galium pumilum",60773.4500556888
"Galium rotundifolium",21216.2502610141
"Galium rubioides",162972.825268713
"Galium saxatile",34613.5344226232
"Galium spurium",244442.948283027
"Galium sylvaticum",3295.2676378942
"Galium tricornutum",100862.337522786
"Galium trifidum",0
"Galium uliginosum",5175.9567184755
"Galium verum",659101.726955411
"Gamochaeta purpurea",523739.482314228
"Gaudinia fragilis",60016.2830991496
"Gaultheria procumbens",8910.74246187528
"Genista aetnensis",7119.29001004165
"Genista anglica",11839.4090272646
"Genista germanica",0
"Genista linifolia",160515.449960424
"Genista monspessulana",920910.055539964
"Genista tinctoria",54928.6730072353
"Gentiana asclepiadea",50404.03426828
"Gentiana clusii",2059.76586316766
"Gentiana cruciata",0
"Gentiana lutea",66863.8696674849
"Gentiana pannonica",2035.78454877217
"Gentiana punctata",2035.78454877217
"Gentiana septemfida",0
"Gentiana verna",0
"Geranium bicknellii",0
"Geranium bohemicum",1843.13297602073
"Geranium columbinum",168933.021004441
"Geranium dissectum",2080191.92266064
"Geranium divaricatum",3981.91750973
"Geranium endressii",354979.169681618
"Geranium lucidum",217934.530368664
"Geranium macrorrhizum",789218.578344487
"Geranium molle",1910583.79942999
"Geranium nepalense",0
"Geranium phaeum",698516.38191118
"Geranium pratense",560227.441662144
"Geranium purpureum",535052.749645805
"Geranium pusillum",697700.01879791
"Geranium reflexum",2721.17342992555
"Geranium retrorsum",0
"Geranium robertianum",482200.722864541
"Geranium rotundifolium",164437.457220139
"Geranium sanguineum",772983.055230571
"Geranium sibiricum",705536.819406862
"Geranium solanderi",54073.29817615
"Geranium sylvaticum",0
"Geropogon hybridus",2081.85587143023
"Geum aleppicum",37185.4141569856
"Geum montanum",2035.78454877217
"Geum rivale",18414.6724267516
"Geum urbanum",555256.002292806
"Gillenia stipulata",0
"Gillenia trifoliata",14495.3986480478
"Gisekia pharnaceoides",9191.320973137
"Gladiolus communis",136996.994338874
"Gladiolus imbricatus",12901.6818176386
"Gladiolus italicus",30569.880222313
"Gladiolus palustris",0
"Glaucium corniculatum",252128.84410821
"Glaucium flavum",113299.455054396
"Glebionis segetum",561188.368842542
"Glechoma hederacea",4022966.48476372
"Glechoma hirsuta",8233.10220780533
"Glinus lotoides",447204.49257646
"Globba marantina",5670.45399197046
"Glochidion puberum",1579.28359286594
"Gloriosa superba",189191.545909431
"Glyceria canadensis",7184.91353091012
"Glyceria declinata",183493.91373838
"Glyceria fluitans",59083.2867179778
"Glyceria maxima",613991.925613366
"Glyceria notata",15433.2558616839
"Glyceria striata",261195.41376579
"Glycine tabacina",0
"Glycyrrhiza glabra",207190.365194876
"Glycyrrhiza lepidota",1292.89335255058
"Gmelina elliptica",8099.65788711545
"Gnaphalium uliginosum",1074266.20364971
"Goldbachia laevigata",4198.4772270571
"Goniolimon tataricum",6618.79311436854
"Goodyera repens",19788.1870591955
"Gossypium arboreum",0
"Gouania mauritiana",5649.4621669389
"Gratiola officinalis",6886.0821807948
"Groenlandia densa",2097.31326538405
"Grona barbata",0
"Grona heterocarpos",0
"Grona heterophylla",1666.16996148177
"Guaiacum officinale",10528.8672047056
"Guilandina bonduc",151231.694102246
"Guzmania monostachia",1473.07764573866
"Gymnema sylvestre",0
"Gypsophila paniculata",558730.535122435
"Gypsophila vaccaria",435430.721541924
"Hackelia deflexa",0
"Halerpestes cymbalaria",10610.6962358427
"Halesia carolina",54827.3793626658
"Halophila decipiens",6174.54493187222
"Halophila stipulacea",920.177911008531
"Harpullia arborea",3678.76435351877
"Hasteola suaveolens",0
"Hedera helix",2808454.60739542
"Hedlundia mougeotii",28578.000228696
"Helianthus angustifolius",12366.657431281
"Helianthus occidentalis",0
"Helichrysum arenarium",32585.3696478604
"Helictochloa hookeri",0
"Heliotropium curassavicum",722547.369161406
"Heliotropium europaeum",714214.081812291
"Heliotropium supinum",429220.248688377
"Heliotropium zeylanicum",13715.5638801362
"Helleborus dumetorum",0
"Helleborus foetidus",202848.137188333
"Helleborus niger",100923.010601251
"Helleborus orientalis",233485.864010508
"Helleborus viridis",201509.770265333
"Hellenia speciosa",183399.994645505
"Helminthotheca echioides",1354839.94515943
"Helosciadium nodiflorum",102416.190569185
"Helosciadium repens",0
"Hemarthria altissima",48344.8253967519
"Hemarthria compressa",0
"Hepatica nobilis",43581.8332559794
"Herissantia crispa",160568.363125925
"Heritiera littoralis",0
"Herniaria glabra",293394.821953188
"Herniaria hirsuta",391020.391736875
"Herniaria incana",2527.50519892794
"Hesperis sylvestris",2390.94104892117
"Hesperis tristis",2246.83804811093
"Hesperostipa comata",10.3694123916502
"Heteranthera reniformis",98766.1807954355
"Hibiscus diversifolius",0
"Hibiscus laevis",10469.387432185
"Hibiscus surattensis",4767.6434156099
"Hibiscus tiliaceus",71858.8683404218
"Hibiscus trionum",3784758.58970862
"Hippeastrum reginae",6663.22234458331
"Hippeastrum striatum",2062.04229541902
"Hippeastrum vittatum",0
"Hippocrepis comosa",0
"Hippocrepis emerus",9332.656808148
"Hippophae rhamnoides",819742.850531125
"Hippuris vulgaris",2637.00386385018
"Hirschfeldia incana",1169913.1157454
"Holcus mollis",242063.522909903
"Holosteum umbellatum",651477.144641571
"Hordeum bulbosum",33594.4693648299
"Hordeum jubatum",2047831.4025066
"Hordeum marinum",748561.970965959
"Hordeum secalinum",18430.0875683309
"Hornungia procumbens",190903.835911581
"Hottonia palustris",11173.4711390419
"Houstonia caerulea",3912.50430698376
"Hura crepitans",53904.0276893731
"Hyacinthoides non-scripta",482476.507018484
"Hydnocarpus pentandrus",0
"Hydrangea hydrangeoides",0
"Hydrilla verticillata",862124.025326184
"Hydrocera triflora",664.253055169716
"Hydrocharis laevigata",106900.678093368
"Hydrocharis morsus-ranae",394320.366112416
"Hydrocotyle ranunculoides",391596.449315689
"Hydrocotyle umbellata",20602.045123836
"Hydrocotyle verticillata",25604.1218204474
"Hydrocotyle vulgaris",10167.4071487454
"Hydrolea zeylanica",0
"Hygrophila costata",46789.8176311019
"Hygrophila erecta",12149.9524266841
"Hygrophila polysperma",55309.1963570493
"Hylotelephium maximum",32960.1565876591
"Hymenachne amplexicaulis",326774.048575076
"Hymenaea courbaril",15217.1324360782
"Hyophorbe verschaffeltii",0
"Hyoscyamus niger",1764274.90866224
"Hypecoum pendulum",7546.05121750532
"Hypertelis cerviana",5321.68004839612
"Hypochaeris glabra",2417577.83854307
"Hypolepis dicksonioides",3320.1644894248
"Hypolepis tenuifolia",0
"Hyssopus officinalis",653681.709192272
"Iberodes linifolia",0
"Ilex aquifolium",599773.889299316
"Illecebrum verticillatum",12478.9412796307
"Impatiens flaccida",4674.21948985781
"Imperata conferta",0
"Imperata cylindrica",1011818.9995206
"Indigastrum parviflorum",0
"Indigofera diversifolia",0
"Indigofera kirilowii",273.759193905797
"Indigofera linifolia",2411.96341342685
"Indigofera oblongifolia",0
"Indigofera zollingeriana",0
"Inula helenium",2186178.21062873
"Inula racemosa",27206.310376322
"Ipomoea biflora",491.758016518717
"Ipomoea coptica",3118.94316264606
"Ipomoea eriocarpa",10935.6842517153
"Ipomoea fimbriosepala",5221.21814237034
"Ipomoea imperati",17819.2557644749
"Ipomoea littoralis",0
"Ipomoea mauritiana",32633.8935087599
"Ipomoea polymorpha",0
"Ipomoea sagittata",36868.0699132466
"Ipomoea wightii",2313.67879476663
"Iris aphylla",0
"Iris domestica",1506522.8402827
"Iris ensata",29565.495869319
"Iris foetidissima",546104.542893996
"Iris graminea",80223.8543107291
"Iris laevigata",16130.6261898263
"Iris lutescens",0
"Iris pseudacorus",3542038.84033745
"Iris pumila",73272.6196359206
"Iris sanguinea",49627.1224374539
"Iris setosa",8003.26349693697
"Iris sibirica",463704.505803413
"Iris spuria",20650.3524823286
"Iris tuberosa",32929.0108684136
"Iris variegata",12987.1872007397
"Iris xiphium",50.4217435844777
"Isachne pulchella",6067.03398342517
"Isatis tinctoria",1126901.23314332
"Isolepis cernua",2597.79596237479
"Isolepis fluitans",2642.06352720599
"Isolepis setacea",67753.6135133369
"Isopyrum thalictroides",9241.33736449903
"Ixia campanulata",15450.7981028973
"Jacobaea aquatica",0
"Jacobaea erucifolia",12367.6781734252
"Jacobaea grandidentata",0
"Jacobaea subalpina",3318.82352238634
"Jacobaea vulgaris",1000419.74024886
"Jasione montana",40556.1727796112
"Juncus acutiflorus",24221.8360416632
"Juncus articulatus",684667.435372878
"Juncus bulbosus",299438.254638116
"Juncus capitatus",520201.695539493
"Juncus castaneus",0
"Juncus compressus",182911.081368064
"Juncus conglomeratus",43643.8189262075
"Juncus effusus",849283.089777881
"Juncus elliottii",0
"Juncus filiformis",0
"Juncus foliosus",11149.5860786924
"Juncus fontanesii",5595.86079944319
"Juncus inflexus",46353.1983787785
"Juncus maritimus",0
"Juncus prismatocarpus",0
"Juncus pygmaeus",0
"Juncus squarrosus",55191.0751075588
"Juncus subnodulosus",14772.8420843048
"Juncus torreyi",0
"Juniperus communis",17689.5380737255
"Juniperus horizontalis",0
"Juniperus phoenicea",11158.7610128987
"Juniperus procera",31813.0126891939
"Juniperus pseudosabina",0
"Juniperus sabina",75183.4433111455
"Kadenia dubia",10095.7253754846
"Khaya anthotheca",187641.228627476
"Khaya senegalensis",367521.48344727
"Kickxia elatine",743605.923668465
"Kickxia spuria",167066.716188489
"Kleinhovia hospita",2411.34058985051
"Koeleria delavignei",1349.95550390314
"Koeleria macrantha",21023.2453839688
"Koeleria pyramidata",14572.2215050052
"Krigia dandelion",0
"Kummerowia stipulacea",598521.941417831
"Kundmannia sicula",9687.27024953325
"Lactuca hirsuta",0
"Lactuca ludoviciana",14106.7595741114
"Lactuca muralis",37541.7136493331
"Lactuca saligna",1185095.2000381
"Lactuca tatarica",499109.433208092
"Lactuca virosa",199148.145822453
"Laguncularia racemosa",0
"Lagurus ovatus",748121.149535479
"Lallemantia iberica",0
"Lamium amplexicaule",5806628.73342623
"Lamium confertum",104423.642607311
"Lamium galeobdolon",1168803.39534496
"Lamium hybridum",506750.104439421
"Lamium maculatum",1454003.33352709
"Lampranthus coccineus",0
"Lampranthus debilis",0
"Lampranthus glaucus",5874.82562664867
"Lantana viburnoides",0
"Laportea interrupta",0
"Lappula squarrosa",499622.312493535
"Lapsanastrum apogonoides",0
"Laser archangelica",1879.70652804053
"Laser trilobum",1209.23626735676
"Latania lontaroides",0
"Lathraea clandestina",123909.175049699
"Lathyrus angulatus",104876.142743908
"Lathyrus aphaca",96899.9980603426
"Lathyrus cicera",26065.6604221473
"Lathyrus grandiflorus",133536.303256976
"Lathyrus heterophyllus",12753.0363184938
"Lathyrus hirsutus",944649.00838918
"Lathyrus inconspicuus",0
"Lathyrus incurvus",2799.886520883
"Lathyrus japonicus",0
"Lathyrus latifolius",3197000.21794856
"Lathyrus niger",31081.4336762053
"Lathyrus nissolia",45325.0609401023
"Lathyrus ochroleucus",0
"Lathyrus ochrus",5229.05303797004
"Lathyrus palustris",29199.9365762287
"Lathyrus pannonicus",2480.48913508641
"Lathyrus rotundifolius",4286.85562474171
"Lathyrus sphaericus",52532.8465671854
"Lathyrus tuberosus",1086237.12719519
"Lathyrus venosus",0
"Launaea intybacea",13535.198401768
"Launaea sarmentosa",5811.87132736161
"Laurus nobilis",321394.412680196
"Lavandula angustifolia",348980.027998293
"Lavandula latifolia",32039.1006150684
"Lavandula stoechas",248145.28092143
"Leea rubra",0
"Leersia hexandra",77016.5062574912
"Leersia oryzoides",19470.1640871011
"Legousia hybrida",89056.8286418574
"Legousia speculum-veneris",42422.6117439204
"Lemna gibba",35882.9209124977
"Lemna obscura",0
"Lemna perpusilla",5073.65109951074
"Lemna valdiviana",12594.6517061935
"Leontodon hispidus",178505.546686292
"Leontodon saxatilis",8936753.57942184
"Leonurus cardiaca",3335630.93289287
"Lepidium aucheri",0
"Lepidium campestre",2243692.6100959
"Lepidium coronopus",263458.887604556
"Lepidium didymum",3295910.55006872
"Lepidium graminifolium",10272.8116530598
"Lepidium latifolium",1332967.18281741
"Lepidium perfoliatum",1138011.16397235
"Lepironia articulata",0
"Leptospron adenanthum",42607.4296125916
"Lespedeza cyrtobotrya",0
"Lespedeza juncea",0
"Lespedeza stuevei",0
"Leucadendron argenteum",1883.71479485367
"Leucaena leucocephala",4785761.94812411
"Leucanthemella serotina",74783.6334417972
"Leucanthemopsis alpina",0
"Leucojum aestivum",1812241.60355142
"Leucojum vernum",374877.477576411
"Leucophysalis grandiflora",0
"Leymus arenarius",183161.369403153
"Leymus karelinii",0
"Leymus paboanus",0
"Liatris punctata",2616.21067111746
"Liatris spicata",64001.7024375027
"Liatris squarrosa",3027.42456376349
"Libidibia coriaria",8116.48034886894
"Ligularia sibirica",2679.52689690479
"Limnophila chinensis",0
"Limnophila heterophylla",0
"Limnophila indica",0
"Limnophila rugosa",0
"Limnophila sessiliflora",81661.8321569656
"Limoniastrum monopetalum",112983.5944255
"Limosella aquatica",0
"Limosella australis",3694.23966385172
"Linaria arenaria",3172.53228807933
"Linaria arvensis",149912.647126642
"Linaria dalmatica",981484.652274625
"Linaria genistifolia",134789.677251922
"Linaria nigricans",0
"Linaria odora",0
"Linaria pelisseriana",292321.091198571
"Linaria purpurea",533400.678944251
"Linaria simplex",10022.6931640889
"Linaria spartea",21183.8383864313
"Linaria supina",48259.5172200694
"Lindernia dubia",641110.292576421
"Lindernia procumbens",166550.909022762
"Lindsaea ensifolia",7300.67970608724
"Linum austriacum",587471.633440995
"Linum bienne",342990.405574286
"Linum catharticum",281692.705060452
"Linum flavum",0
"Linum narbonense",20766.5405874135
"Linum perenne",320829.240986325
"Linum trigynum",304404.149094045
"Linum usitatissimum",2094683.98689876
"Lithospermum officinale",360669.31540693
"Litsea monopetala",4374.09654928679
"Lobelia angulata",25361.9137090786
"Lobelia urens",714.161100772717
"Lobularia libyca",0
"Logfia gallica",270441.886959836
"Logfia minima",26901.016362491
"Lolium giganteum",16097.2528108642
"Lolium multiflorum",2047093.51828106
"Lolium persicum",4528.98009719728
"Lolium remotum",35988.9140519155
"Lolium rigidum",911120.0671473
"Lolium temulentum",449902.336331661
"Lonicera alpigena",2137.33859446171
"Lonicera caerulea",366592.407554293
"Lonicera caprifolium",1036500.14430232
"Lonicera etrusca",5951.28870716037
"Lonicera fragrantissima",637149.307259247
"Lonicera maackii",1896141.3457526
"Lonicera nigra",20502.5237176714
"Lonicera periclymenum",214105.635859189
"Lonicera xylosteum",353295.261531513
"Lophiolepis serrulata",4375.44635776806
"Loropetalum chinense",3787.5957537695
"Lotus angustissimus",200606.35562984
"Lotus conimbricensis",96.8918334245122
"Lotus corniculatus",5198048.07238828
"Lotus herbaceus",17617.0422414089
"Lotus hirsutus",5938.95167806013
"Lotus krylovii",0
"Lotus maritimus",16460.6167237047
"Lotus ornithopodioides",740.937731227345
"Lotus pedunculatus",865711.844197862
"Lotus rectus",3912.50430698419
"Lotus subbiflorus",296982.104095321
"Lotus tenuis",441130.98807746
"Lotus tetragonolobus",15922.6327008864
"Louisiella paludosa",4026.88646774219
"Ludwigia adscendens",79758.8384332728
"Ludwigia brevipes",0
"Ludwigia octovalvis",160426.553751632
"Ludwigia palustris",183866.493708334
"Ludwigia perennis",0
"Ludwigia prostrata",0
"Lumnitzera racemosa",3678.76435351877
"Lunaria rediviva",14712.9378023145
"Lupinus albus",509896.523342897
"Lupinus luteus",161048.991166483
"Lupinus perennis",16094.2384474184
"Luziola peruviana",0
"Luzula campestris",129982.38482721
"Luzula congesta",47642.5860654103
"Luzula forsteri",1157.23684983582
"Luzula pallescens",11084.7394009239
"Lycianthes repens",13221.1053309183
"Lycium europaeum",7897.38822731718
"Lycium intricatum",2692.05455956651
"Lycopodiella cernua",5120.93912941722
"Lygodium microphyllum",95460.7474226085
"Lysiloma sabicu",9954.99071403885
"Lysimachia barystachys",0
"Lysimachia foemina",53387.096289122
"Lysimachia hybrida",0
"Lysimachia linum-stellatum",17052.4014686298
"Lysimachia minima",175184.385907926
"Lysimachia nummularia",3464840.93327258
"Lysimachia punctata",3221257.93535341
"Lysimachia tenella",0
"Lythrum alatum",0
"Lythrum borysthenicum",96.8918334245122
"Lythrum hyssopifolia",520174.74480921
"Lythrum portula",104302.773656597
"Lythrum thymifolia",0
"Lythrum tribracteatum",42112.2231420847
"Lythrum virgatum",58047.9841241834
"Maackia amurensis",0
"Macadamia integrifolia",19097.9605916952
"Macadamia ternifolia",0
"Macadamia tetraphylla",6135.01811883965
"Macrothelypteris torresiana",1033533.89177414
"Macrotyloma axillare",39253.06837242
"Macrotyloma uniflorum",9856.77527310874
"Magnolia obovata",58619.618671319
"Maianthemum dilatatum",4777.85682619696
"Malachra radiata",0
"Malcolmia flexuosa",3572.22449349669
"Malope malacoides",27723.8555490938
"Malva alcea",506121.783909274
"Malva cretica",26867.6739254308
"Malva moschata",1576296.65817804
"Malva nicaeensis",341279.832339181
"Malva parviflora",2793913.00846314
"Malva pusilla",652610.051257324
"Malva sylvestris",1607123.23330526
"Malva thuringiaca",271478.228364446
"Malva trimestris",60385.3062337119
"Malva verticillata",373577.671844777
"Malvella sherardiana",4272.60177216603
"Mammea americana",6067.03398342502
"Mantisalca salmantica",16078.6874432445
"Marrubium peregrinum",5132.2048103824
"Marrubium vulgare",4510136.70417238
"Marsilea minuta",14742.5042425073
"Marsilea quadrifolia",70317.6492199329
"Matthiola incana",258187.858544569
"Mayaca fluviatilis",3791.08371999017
"Mazus pumilus",1501316.8359359
"Medicago arabica",1642768.39781729
"Medicago carstiensis",0
"Medicago ciliaris",0
"Medicago littoralis",14749.6114494234
"Medicago minima",1859606.74337844
"Medicago monspeliaca",3979.97247410679
"Medicago murex",0
"Medicago orbicularis",327590.003215726
"Medicago polymorpha",3234935.41112022
"Medicago rigidula",0
"Medicago rugosa",50874.4592202489
"Medicago truncatula",727770.337440262
"Medinilla magnifica",9976.5343418444
"Melaleuca cajuputi",54143.2089933911
"Melampyrum arvense",127276.905728549
"Melampyrum nemorosum",17844.7020971671
"Melia azedarach",6005708.77108616
"Melica altissima",44144.9696040218
"Melica ciliata",6722.97895261993
"Melilotus altissimus",305526.072197842
"Melilotus dentatus",0
"Melilotus indicus",2691269.24910847
"Melilotus italicus",16620.1358437622
"Melilotus siculus",10273.5958771679
"Melilotus sulcatus",6435.58625347477
"Melilotus wolgicus",11300.8493306316
"Melinis minutiflora",356618.466499442
"Melochia corchorifolia",257432.605174538
"Meniocus linifolius",535323.447147829
"Menispermum dauricum",1846.43563832606
"Mentha aquatica",257077.691082536
"Mentha longifolia",193228.256590428
"Mentha pulegium",977216.998830808
"Mentha spicata",3170007.88977356
"Mentha suaveolens",588818.731224383
"Menyanthes trifoliata",6321.03617201013
"Mercurialis annua",466077.167413453
"Mercurialis perennis",0
"Merremia hederacea",2335.28036873116
"Mesembryanthemum crystallinum",900561.686297251
"Metrosideros kermadecensis",37.8765601329432
"Meum athamanticum",75662.0065367896
"Mibora minima",14215.6546723944
"Micrococca mercurialis",33255.0892944775
"Microlepia platyphylla",593.879091299925
"Microlepia speluncae",0
"Micromeria juliana",18891.8872551393
"Microstegium nudum",17971.4748514134
"Milium effusum",0
"Mimosa pigra",1928389.60089468
"Mimusops coriacea",11028.0078265696
"Misopates orontium",507505.976437211
"Mnesithea laevis",0
"Moehringia trinervia",0
"Moenchia erecta",451531.731071891
"Molinia caerulea",36383.0106843034
"Moluccella spinosa",0
"Monarda didyma",479450.593102574
"Montia fontana",17595.0109976032
"Moorochloa eruciformis",26443.4582634187
"Moraea aristata",10465.0057114701
"Moraea sisyrinchium",27406.6021900798
"Moricandia arvensis",0
"Morinda citrifolia",801607.074271678
"Mucuna pruriens",449296.028184601
"Muhlenbergia cuspidata",0
"Mummenhoffia alliacea",528435.15401638
"Murdannia dimorpha",0
"Murdannia simplex",0
"Murdannia spirata",60624.4825263873
"Murdannia vaginata",7885.27815979996
"Musa acuminata",175623.161657877
"Musa balbisiana",12246.2567927384
"Muscari botryoides",1724261.85269249
"Muscari comosum",86789.715099563
"Muscari neglectum",1014139.91796601
"Mutarda nigra",386268.750594997
"Myagrum perfoliatum",174380.193463949
