"taxon_name","wcvp_accepted_id","status","ISO3_Code","isInvasive"
"Abdra brachycarpa",2609435,"non-native","USA",NA
"Abelia chinensis",2609453,"non-native","MEX",NA
"Abelmoschus esculentus",2609574,"non-native","CRI",NA
"Abelmoschus esculentus",2609574,"non-native","JPN",NA
"Abelmoschus esculentus",2609574,"non-native","MDG",NA
"Abelmoschus esculentus",2609574,"non-native","MEX",NA
"Abelmoschus esculentus",2609574,"non-native","MRT",NA
"Abelmoschus esculentus",2609574,"non-native","PRI",NA
"Abelmoschus esculentus",2609574,"non-native","TCD",NA
"Abelmoschus esculentus",2609574,"non-native","USA",NA
"Abelmoschus esculentus",2609574,"non-native","VIR",NA
"Abelmoschus esculentus",2609574,"non-native","ZAF",NA
"Abelmoschus esculentus",2609574,"non-native","ZMB",NA
"Abelmoschus ficulneus",2609577,"threatened","LKA",NA
"Abelmoschus ficulneus",2609577,"non-native","ERI",NA
"Abelmoschus ficulneus",2609577,"non-native","ETH",NA
"Abelmoschus ficulneus",2609577,"non-native","KEN",NA
"Abelmoschus ficulneus",2609577,"non-native","MDG",NA
"Abelmoschus ficulneus",2609577,"non-native","NER",NA
"Abelmoschus ficulneus",2609577,"non-native","NGA",NA
"Abelmoschus ficulneus",2609577,"non-native","SDN",NA
"Abelmoschus ficulneus",2609577,"non-native","SOM",NA
"Abelmoschus ficulneus",2609577,"non-native","TCD",NA
"Abelmoschus ficulneus",2609577,"non-native","TZA",NA
"Abelmoschus ficulneus",2609577,"non-native","UGA",NA
"Abelmoschus manihot",2609589,"threatened","IND",NA
"Abelmoschus manihot",2609589,"non-native","AUS",NA
"Abelmoschus manihot",2609589,"non-native","JPN",NA
"Abelmoschus manihot",2609589,"non-native","MEX",NA
"Abelmoschus manihot",2609589,"non-native","PAN",NA
"Abelmoschus manihot",2609589,"non-native","REU",NA
"Abelmoschus moschatus",2609599,"threatened","IND",NA
"Abelmoschus moschatus",2609599,"threatened","LKA",NA
"Abelmoschus moschatus",2609599,"non-native","ASM",NA
"Abelmoschus moschatus",2609599,"non-native","AUS",NA
"Abelmoschus moschatus",2609599,"non-native","CHN",NA
"Abelmoschus moschatus",2609599,"non-native","CRI",NA
"Abelmoschus moschatus",2609599,"non-native","GAB",NA
"Abelmoschus moschatus",2609599,"non-native","JPN",NA
"Abelmoschus moschatus",2609599,"non-native","MEX",NA
"Abelmoschus moschatus",2609599,"non-native","PRI",NA
"Abelmoschus moschatus",2609599,"non-native","SYC",NA
"Abelmoschus moschatus",2609599,"non-native","TON",NA
"Abelmoschus moschatus",2609599,"non-native","TWN",NA
"Abelmoschus moschatus",2609599,"non-native","USA",NA
"Abelmoschus moschatus",2609599,"non-native","WSM","INVASIVE"
"Abies alba",381621,"threatened","AUT",NA
"Abies alba",381621,"threatened","BLR",NA
"Abies alba",381621,"threatened","DEU",NA
"Abies alba",381621,"non-native","DNK",NA
"Abies alba",381621,"non-native","EST",NA
"Abies alba",381621,"non-native","GBR",NA
"Abies alba",381621,"non-native","IRL",NA
"Abies alba",381621,"non-native","NOR",NA
"Abies alba",381621,"non-native","SWE","INVASIVE"
"Abies alba",381621,"non-native","USA",NA
"Abies alba",381621,"non-native","DEU",NA
"Abies balsamea",381647,"non-native","FIN",NA
"Abies balsamea",381647,"non-native","LVA",NA
"Abies balsamea",381647,"non-native","SWE",NA
"Abies balsamea",381647,"non-native","USA",NA
"Abies cephalonica",381681,"non-native","GBR",NA
"Abies concolor",381713,"non-native","LVA",NA
"Abies concolor",381713,"non-native","SWE",NA
"Abies concolor",381713,"non-native","USA",NA
"Abies fraseri",381792,"non-native","EST",NA
"Abies fraseri",381792,"non-native","USA",NA
"Abies grandis",381804,"non-native","DNK",NA
"Abies grandis",381804,"non-native","FRA",NA
"Abies grandis",381804,"non-native","GBR",NA
"Abies grandis",381804,"non-native","NZL",NA
"Abies grandis",381804,"non-native","SWE",NA
"Abies lasiocarpa",381853,"non-native","SWE",NA
"Abies magnifica",381868,"non-native","USA",NA
"Abies nordmanniana",381919,"non-native","DNK",NA
"Abies nordmanniana",381919,"non-native","FRA",NA
"Abies nordmanniana",381919,"non-native","GBR",NA
"Abies nordmanniana",381919,"non-native","LVA",NA
"Abies nordmanniana",381919,"non-native","NZL",NA
"Abies nordmanniana",381919,"non-native","SWE",NA
"Abies numidica",381929,"non-native","ARM",NA
"Abies pinsapo",381963,"threatened","ESP",NA
"Abies pinsapo",381963,"non-native","FRA",NA
"Abies pinsapo",381963,"non-native","PRT",NA
"Abies pinsapo",381963,"non-native","ARM",NA
"Abies procera",381974,"non-native","GBR",NA
"Abies procera",381974,"non-native","SWE",NA
"Abies sibirica",382001,"threatened","MNG",NA
"Abies sibirica",382001,"threatened","RUS",NA
"Abies sibirica",382001,"non-native","EST",NA
"Abies sibirica",382001,"non-native","LVA",NA
"Abies sibirica",382001,"non-native","RUS",NA
"Abies sibirica",382001,"non-native","SWE",NA
"Abies sibirica",382001,"non-native","ARM",NA
"Abildgaardia ovata",217236,"threatened","JPN",NA
"Abildgaardia ovata",217236,"threatened","SGP",NA
"Abildgaardia ovata",217236,"non-native","IDN",NA
"Abildgaardia ovata",217236,"non-native","MUS",NA
"Abildgaardia ovata",217236,"non-native","NPL",NA
"Abildgaardia ovata",217236,"non-native","TON",NA
"Abildgaardia ovata",217236,"non-native","REU",NA
"Abrus precatorius",2610328,"non-native","ASM",NA
"Abrus precatorius",2610328,"non-native","AUS",NA
"Abrus precatorius",2610328,"non-native","BHS","INVASIVE"
"Abrus precatorius",2610328,"non-native","COL",NA
"Abrus precatorius",2610328,"non-native","CUB","INVASIVE"
"Abrus precatorius",2610328,"non-native","GUF",NA
"Abrus precatorius",2610328,"non-native","GUY",NA
"Abrus precatorius",2610328,"non-native","JPN",NA
"Abrus precatorius",2610328,"non-native","MEX","INVASIVE"
"Abrus precatorius",2610328,"non-native","MUS",NA
"Abrus precatorius",2610328,"non-native","PRI",NA
"Abrus precatorius",2610328,"non-native","PYF",NA
"Abrus precatorius",2610328,"non-native","PCN",NA
"Abrus precatorius",2610328,"non-native","SAU",NA
"Abrus precatorius",2610328,"non-native","SGP",NA
"Abrus precatorius",2610328,"non-native","SUR","INVASIVE"
"Abrus precatorius",2610328,"non-native","USA","INVASIVE"
"Abrus precatorius",2610328,"non-native","VIR",NA
"Abrus precatorius",2610328,"non-native","REU",NA
"Abrus precatorius",2610328,"non-native","ECU",NA
"Abrus precatorius",2610328,"non-native","VEN",NA
"Abutilon auritum",2610477,"non-native","PYF",NA
"Abutilon auritum",2610477,"non-native","USA",NA
"Abutilon auritum",2610477,"non-native","REU",NA
"Abutilon fruticosum",2610628,"non-native","QAT",NA
"Abutilon fruticosum",2610628,"non-native","SYC",NA
"Abutilon grandifolium",2610654,"non-native","AGO",NA
"Abutilon grandifolium",2610654,"non-native","AUS",NA
"Abutilon grandifolium",2610654,"non-native","ESP",NA
"Abutilon grandifolium",2610654,"non-native","NFK",NA
"Abutilon grandifolium",2610654,"non-native","NZL",NA
"Abutilon grandifolium",2610654,"non-native","PRT",NA
"Abutilon grandifolium",2610654,"non-native","PYF",NA
"Abutilon grandifolium",2610654,"non-native","TWN",NA
"Abutilon grandifolium",2610654,"non-native","USA","INVASIVE"
"Abutilon grandifolium",2610654,"non-native","ZAF",NA
"Abutilon grandifolium",2610654,"non-native","REU",NA
"Abutilon guineense",2610663,"non-native","AUS",NA
"Abutilon guineense",2610663,"non-native","JPN",NA
"Abutilon guineense",2610663,"non-native","MUS",NA
"Abutilon guineense",2610663,"non-native","REU",NA
"Abutilon hirtum",2610681,"non-native","COL",NA
"Abutilon hirtum",2610681,"non-native","CRI",NA
"Abutilon hirtum",2610681,"non-native","CUB","INVASIVE"
"Abutilon hirtum",2610681,"non-native","MEX",NA
"Abutilon hirtum",2610681,"non-native","MUS",NA
"Abutilon hirtum",2610681,"non-native","PRI",NA
"Abutilon hirtum",2610681,"non-native","PYF",NA
"Abutilon hirtum",2610681,"non-native","USA",NA
"Abutilon hirtum",2610681,"non-native","VIR",NA
"Abutilon hirtum",2610681,"non-native","REU",NA
"Abutilon indicum",2610698,"threatened","SGP",NA
"Abutilon indicum",2610698,"non-native","AUS",NA
"Abutilon indicum",2610698,"non-native","CHL",NA
"Abutilon indicum",2610698,"non-native","COK",NA
"Abutilon indicum",2610698,"non-native","COL",NA
"Abutilon indicum",2610698,"non-native","CUB","INVASIVE"
"Abutilon indicum",2610698,"non-native","JPN",NA
"Abutilon indicum",2610698,"non-native","MDG",NA
"Abutilon indicum",2610698,"non-native","MUS",NA
"Abutilon indicum",2610698,"non-native","PRT",NA
"Abutilon indicum",2610698,"non-native","PYF",NA
"Abutilon indicum",2610698,"non-native","SYC",NA
"Abutilon indicum",2610698,"non-native","USA",NA
"Abutilon indicum",2610698,"non-native","REU",NA
"Abutilon pannosum",2610858,"non-native","QAT",NA
"Abutilon pannosum",2610858,"non-native","SYC",NA
"Abutilon pannosum",2610858,"non-native","MUS",NA
"Abutilon permolle",2610881,"non-native","PRT",NA
"Abutilon sonneratianum",2610977,"non-native","PRT",NA
"Abutilon theophrasti",2611008,"threatened","CHE",NA
"Abutilon theophrasti",2611008,"threatened","RUS",NA
"Abutilon theophrasti",2611008,"non-native","ALB",NA
"Abutilon theophrasti",2611008,"non-native","AUS",NA
"Abutilon theophrasti",2611008,"non-native","BMU",NA
"Abutilon theophrasti",2611008,"non-native","CAN","INVASIVE"
"Abutilon theophrasti",2611008,"non-native","CHL",NA
"Abutilon theophrasti",2611008,"non-native","CHN","INVASIVE"
"Abutilon theophrasti",2611008,"non-native","HKG",NA
"Abutilon theophrasti",2611008,"non-native","MAC",NA
"Abutilon theophrasti",2611008,"non-native","CZE","INVASIVE"
"Abutilon theophrasti",2611008,"non-native","ESP",NA
"Abutilon theophrasti",2611008,"non-native","FRA",NA
"Abutilon theophrasti",2611008,"non-native","ISR",NA
"Abutilon theophrasti",2611008,"non-native","JPN","INVASIVE"
"Abutilon theophrasti",2611008,"non-native","KOR",NA
"Abutilon theophrasti",2611008,"non-native","MAR",NA
"Abutilon theophrasti",2611008,"non-native","MDA",NA
"Abutilon theophrasti",2611008,"non-native","MEX","INVASIVE"
"Abutilon theophrasti",2611008,"non-native","NLD",NA
"Abutilon theophrasti",2611008,"non-native","NOR",NA
"Abutilon theophrasti",2611008,"non-native","NZL",NA
"Abutilon theophrasti",2611008,"non-native","POL",NA
"Abutilon theophrasti",2611008,"non-native","PRK",NA
"Abutilon theophrasti",2611008,"non-native","PRT","INVASIVE"
"Abutilon theophrasti",2611008,"non-native","RUS",NA
"Abutilon theophrasti",2611008,"non-native","SVK",NA
"Abutilon theophrasti",2611008,"non-native","SVN",NA
"Abutilon theophrasti",2611008,"non-native","TUN",NA
"Abutilon theophrasti",2611008,"non-native","TWN",NA
"Abutilon theophrasti",2611008,"non-native","UKR",NA
"Abutilon theophrasti",2611008,"non-native","USA","INVASIVE"
"Abutilon theophrasti",2611008,"non-native","ZAF",NA
"Abutilon theophrasti",2611008,"non-native","AUT",NA
"Abutilon viscosum",3001559,"non-native","USA",NA
"Acacia acuminata",2611115,"non-native","AUS",NA
"Acacia aneura",2611217,"non-native","USA",NA
"Acacia aulacocarpa",2611355,"non-native","COK","INVASIVE"
"Acacia aulacocarpa",2611355,"non-native","PHL",NA
"Acacia auriculiformis",2611367,"non-native","AUS",NA
"Acacia auriculiformis",2611367,"non-native","BRA","INVASIVE"
"Acacia auriculiformis",2611367,"non-native","COK","INVASIVE"
"Acacia auriculiformis",2611367,"non-native","COL",NA
"Acacia auriculiformis",2611367,"non-native","CUB",NA
"Acacia auriculiformis",2611367,"non-native","GHA",NA
"Acacia auriculiformis",2611367,"non-native","IDN",NA
"Acacia auriculiformis",2611367,"non-native","IND","INVASIVE"
"Acacia auriculiformis",2611367,"non-native","MDG","INVASIVE"
"Acacia auriculiformis",2611367,"non-native","MYS",NA
"Acacia auriculiformis",2611367,"non-native","PHL",NA
"Acacia auriculiformis",2611367,"non-native","PRI",NA
"Acacia auriculiformis",2611367,"non-native","SGP","INVASIVE"
"Acacia auriculiformis",2611367,"non-native","THA",NA
"Acacia auriculiformis",2611367,"non-native","TON",NA
"Acacia auriculiformis",2611367,"non-native","TZA","INVASIVE"
"Acacia auriculiformis",2611367,"non-native","USA","INVASIVE"
"Acacia auriculiformis",2611367,"non-native","YEM",NA
"Acacia auriculiformis",2611367,"non-native","BGD",NA
"Acacia baileyana",2611385,"non-native","AUS",NA
"Acacia baileyana",2611385,"non-native","ESP",NA
"Acacia baileyana",2611385,"non-native","FRA",NA
"Acacia baileyana",2611385,"non-native","LSO",NA
"Acacia baileyana",2611385,"non-native","MEX",NA
"Acacia baileyana",2611385,"non-native","NZL",NA
"Acacia baileyana",2611385,"non-native","PRT",NA
"Acacia baileyana",2611385,"non-native","SWZ",NA
"Acacia baileyana",2611385,"non-native","USA","INVASIVE"
"Acacia baileyana",2611385,"non-native","ZAF","INVASIVE"
"Acacia calcicola",2611566,"non-native","YEM",NA
"Acacia cardiophylla",2611598,"non-native","AUS",NA
"Acacia colei",2611709,"non-native","KEN","INVASIVE"
"Acacia colei",2611709,"non-native","TZA","INVASIVE"
"Acacia confusa",2611739,"non-native","JPN","INVASIVE"
"Acacia confusa",2611739,"non-native","MUS",NA
"Acacia confusa",2611739,"non-native","SYC",NA
"Acacia confusa",2611739,"non-native","THA",NA
"Acacia confusa",2611739,"non-native","USA",NA
"Acacia crassicarpa",2611792,"non-native","COK","INVASIVE"
"Acacia crassicarpa",2611792,"non-native","MDG","INVASIVE"
"Acacia cultriformis",2611815,"non-native","AUS",NA
"Acacia cultriformis",2611815,"non-native","USA",NA
"Acacia cultriformis",2611815,"non-native","ZAF",NA
"Acacia cyclops",2611847,"non-native","AUS",NA
"Acacia cyclops",2611847,"non-native","ESP",NA
"Acacia cyclops",2611847,"non-native","ISR","INVASIVE"
"Acacia cyclops",2611847,"non-native","MAR",NA
"Acacia cyclops",2611847,"non-native","NAM",NA
"Acacia cyclops",2611847,"non-native","PRT","INVASIVE"
"Acacia cyclops",2611847,"non-native","SHN",NA
"Acacia cyclops",2611847,"non-native","USA","INVASIVE"
"Acacia cyclops",2611847,"non-native","YEM",NA
"Acacia cyclops",2611847,"non-native","ZAF","INVASIVE"
"Acacia dealbata",2611879,"non-native","AGO",NA
"Acacia dealbata",2611879,"non-native","AUS",NA
"Acacia dealbata",2611879,"non-native","CHL","INVASIVE"
"Acacia dealbata",2611879,"non-native","CHN",NA
"Acacia dealbata",2611879,"non-native","HKG",NA
"Acacia dealbata",2611879,"non-native","COL",NA
"Acacia dealbata",2611879,"non-native","ESP","INVASIVE"
"Acacia dealbata",2611879,"non-native","FRA","INVASIVE"
"Acacia dealbata",2611879,"non-native","IND","INVASIVE"
"Acacia dealbata",2611879,"non-native","ITA","INVASIVE"
"Acacia dealbata",2611879,"non-native","JPN",NA
"Acacia dealbata",2611879,"non-native","LSO","INVASIVE"
"Acacia dealbata",2611879,"non-native","MDG","INVASIVE"
"Acacia dealbata",2611879,"non-native","NFK",NA
"Acacia dealbata",2611879,"non-native","NZL","INVASIVE"
"Acacia dealbata",2611879,"non-native","PRT","INVASIVE"
"Acacia dealbata",2611879,"non-native","SWZ",NA
"Acacia dealbata",2611879,"non-native","TWN",NA
"Acacia dealbata",2611879,"non-native","URY","INVASIVE"
"Acacia dealbata",2611879,"non-native","USA","INVASIVE"
"Acacia dealbata",2611879,"non-native","VEN",NA
"Acacia dealbata",2611879,"non-native","ZAF","INVASIVE"
"Acacia dealbata",2611879,"non-native","ZWE",NA
"Acacia dealbata",2611879,"non-native","REU",NA
"Acacia decurrens",2611901,"non-native","AGO",NA
"Acacia decurrens",2611901,"non-native","AUS",NA
"Acacia decurrens",2611901,"non-native","COL","INVASIVE"
"Acacia decurrens",2611901,"non-native","ESP",NA
"Acacia decurrens",2611901,"non-native","MDG",NA
"Acacia decurrens",2611901,"non-native","NZL","INVASIVE"
"Acacia decurrens",2611901,"non-native","PHL",NA
"Acacia decurrens",2611901,"non-native","PRT",NA
"Acacia decurrens",2611901,"non-native","SWZ",NA
"Acacia decurrens",2611901,"non-native","USA",NA
"Acacia decurrens",2611901,"non-native","ZAF","INVASIVE"
"Acacia decurrens",2611901,"non-native","ZWE",NA
"Acacia dodonaeifolia",2612008,"non-native","TUN",NA
"Acacia elata",2612073,"non-native","AUS",NA
"Acacia elata",2612073,"non-native","NZL",NA
"Acacia elata",2612073,"non-native","SWZ","INVASIVE"
"Acacia elata",2612073,"non-native","USA",NA
"Acacia elata",2612073,"non-native","ZAF","INVASIVE"
"Acacia elata",2612073,"non-native","ZWE",NA
"Acacia elongata",2612082,"non-native","AUS",NA
"Acacia extensa",2612157,"non-native","AUS",NA
"Acacia fimbriata",2612208,"non-native","AUS",NA
"Acacia fimbriata",2612208,"non-native","ZAF",NA
"Acacia floribunda",2612237,"non-native","AUS",NA
"Acacia floribunda",2612237,"non-native","NZL",NA
"Acacia heterophylla",2612466,"non-native","MDG",NA
"Acacia holosericea",2612489,"non-native","BRA",NA
"Acacia holosericea",2612489,"non-native","PHL",NA
"Acacia howittii",2612515,"non-native","AUS",NA
"Acacia implexa",2612544,"non-native","ZAF",NA
"Acacia iteaphylla",2612598,"non-native","AUS",NA
"Acacia ligulata",2612797,"non-native","CYP",NA
"Acacia longifolia",2612825,"non-native","ARG","INVASIVE"
"Acacia longifolia",2612825,"non-native","AUS",NA
"Acacia longifolia",2612825,"non-native","BRA","INVASIVE"
"Acacia longifolia",2612825,"non-native","ESP",NA
"Acacia longifolia",2612825,"non-native","FRA",NA
"Acacia longifolia",2612825,"non-native","ITA",NA
"Acacia longifolia",2612825,"non-native","LSO",NA
"Acacia longifolia",2612825,"non-native","NZL","INVASIVE"
"Acacia longifolia",2612825,"non-native","PRT","INVASIVE"
"Acacia longifolia",2612825,"non-native","SHN",NA
"Acacia longifolia",2612825,"non-native","SWZ",NA
"Acacia longifolia",2612825,"non-native","URY","INVASIVE"
"Acacia longifolia",2612825,"non-native","USA","INVASIVE"
"Acacia longifolia",2612825,"non-native","ZAF","INVASIVE"
"Acacia longifolia",2612825,"non-native","TUR",NA
"Acacia mangium",2612925,"non-native","AUS",NA
"Acacia mangium",2612925,"non-native","BLZ",NA
"Acacia mangium",2612925,"non-native","BRA","INVASIVE"
"Acacia mangium",2612925,"non-native","COK","INVASIVE"
"Acacia mangium",2612925,"non-native","COL",NA
"Acacia mangium",2612925,"non-native","CUB",NA
"Acacia mangium",2612925,"non-native","DOM",NA
"Acacia mangium",2612925,"non-native","GAB",NA
"Acacia mangium",2612925,"non-native","GHA",NA
"Acacia mangium",2612925,"non-native","GUF",NA
"Acacia mangium",2612925,"non-native","MDG","INVASIVE"
"Acacia mangium",2612925,"non-native","PHL",NA
"Acacia mangium",2612925,"non-native","PRI",NA
"Acacia mangium",2612925,"non-native","SGP",NA
"Acacia mangium",2612925,"non-native","THA",NA
"Acacia mangium",2612925,"non-native","USA",NA
"Acacia mearnsii",2612952,"non-native","AUS",NA
"Acacia mearnsii",2612952,"non-native","BDI",NA
"Acacia mearnsii",2612952,"non-native","BRA",NA
"Acacia mearnsii",2612952,"non-native","CHN",NA
"Acacia mearnsii",2612952,"non-native","CPV",NA
"Acacia mearnsii",2612952,"non-native","ESP",NA
"Acacia mearnsii",2612952,"non-native","ETH","INVASIVE"
"Acacia mearnsii",2612952,"non-native","IND","INVASIVE"
"Acacia mearnsii",2612952,"non-native","ITA","INVASIVE"
"Acacia mearnsii",2612952,"non-native","KEN","INVASIVE"
"Acacia mearnsii",2612952,"non-native","MDG","INVASIVE"
"Acacia mearnsii",2612952,"non-native","NZL","INVASIVE"
"Acacia mearnsii",2612952,"non-native","PHL",NA
"Acacia mearnsii",2612952,"non-native","PRT","INVASIVE"
"Acacia mearnsii",2612952,"non-native","RWA","INVASIVE"
"Acacia mearnsii",2612952,"non-native","SHN",NA
"Acacia mearnsii",2612952,"non-native","SWZ",NA
"Acacia mearnsii",2612952,"non-native","TWN",NA
"Acacia mearnsii",2612952,"non-native","TZA","INVASIVE"
"Acacia mearnsii",2612952,"non-native","UGA","INVASIVE"
"Acacia mearnsii",2612952,"non-native","URY",NA
"Acacia mearnsii",2612952,"non-native","USA","INVASIVE"
"Acacia mearnsii",2612952,"non-native","ZAF","INVASIVE"
"Acacia mearnsii",2612952,"non-native","ZWE","INVASIVE"
"Acacia mearnsii",2612952,"non-native","TUR",NA
"Acacia mearnsii",2612952,"non-native","REU",NA
"Acacia melanoxylon",2612971,"non-native","AGO",NA
"Acacia melanoxylon",2612971,"non-native","AUS",NA
"Acacia melanoxylon",2612971,"non-native","BDI",NA
"Acacia melanoxylon",2612971,"non-native","CHL",NA
"Acacia melanoxylon",2612971,"non-native","COL",NA
"Acacia melanoxylon",2612971,"non-native","DZA",NA
"Acacia melanoxylon",2612971,"non-native","ESP","INVASIVE"
"Acacia melanoxylon",2612971,"non-native","ETH",NA
"Acacia melanoxylon",2612971,"non-native","FRA",NA
"Acacia melanoxylon",2612971,"non-native","GBR",NA
"Acacia melanoxylon",2612971,"non-native","IND","INVASIVE"
"Acacia melanoxylon",2612971,"non-native","KEN","INVASIVE"
"Acacia melanoxylon",2612971,"non-native","MAR",NA
"Acacia melanoxylon",2612971,"non-native","MDG",NA
"Acacia melanoxylon",2612971,"non-native","MEX","INVASIVE"
"Acacia melanoxylon",2612971,"non-native","NZL","INVASIVE"
"Acacia melanoxylon",2612971,"non-native","PRT","INVASIVE"
"Acacia melanoxylon",2612971,"non-native","RWA",NA
"Acacia melanoxylon",2612971,"non-native","SHN",NA
"Acacia melanoxylon",2612971,"non-native","SWZ","INVASIVE"
"Acacia melanoxylon",2612971,"non-native","TZA","INVASIVE"
"Acacia melanoxylon",2612971,"non-native","USA","INVASIVE"
"Acacia melanoxylon",2612971,"non-native","ZAF","INVASIVE"
"Acacia melanoxylon",2612971,"non-native","ZWE","INVASIVE"
"Acacia mollifolia",2613043,"non-native","AUS",NA
"Acacia murrayana",2613089,"non-native","AUS",NA
"Acacia neriifolia",2613124,"non-native","MEX",NA
"Acacia paradoxa",2613280,"non-native","AUS",NA
"Acacia paradoxa",2613280,"non-native","NZL","INVASIVE"
"Acacia paradoxa",2613280,"non-native","USA","INVASIVE"
"Acacia paradoxa",2613280,"non-native","ZAF","INVASIVE"
"Acacia parramattensis",2613286,"non-native","NFK",NA
"Acacia parramattensis",2613286,"non-native","NZL",NA
"Acacia parramattensis",2613286,"non-native","USA",NA
"Acacia podalyriifolia",2613416,"non-native","AUS",NA
"Acacia podalyriifolia",2613416,"non-native","BDI",NA
"Acacia podalyriifolia",2613416,"non-native","BRA","INVASIVE"
"Acacia podalyriifolia",2613416,"non-native","KEN","INVASIVE"
"Acacia podalyriifolia",2613416,"non-native","LSO",NA
"Acacia podalyriifolia",2613416,"non-native","RWA",NA
"Acacia podalyriifolia",2613416,"non-native","SWZ",NA
"Acacia podalyriifolia",2613416,"non-native","TZA",NA
"Acacia podalyriifolia",2613416,"non-native","UGA",NA
"Acacia podalyriifolia",2613416,"non-native","USA",NA
"Acacia podalyriifolia",2613416,"non-native","ZAF","INVASIVE"
"Acacia podalyriifolia",2613416,"non-native","ZWE",NA
"Acacia podalyriifolia",2613416,"non-native","NZL",NA
"Acacia pravissima",2613459,"non-native","AUS",NA
"Acacia prominens",2613474,"non-native","AUS",NA
"Acacia pulchella",2613530,"non-native","AUS",NA
"Acacia pycnantha",2613563,"non-native","AUS",NA
"Acacia pycnantha",2613563,"non-native","ESP",NA
"Acacia pycnantha",2613563,"non-native","PRT","INVASIVE"
"Acacia pycnantha",2613563,"non-native","USA","INVASIVE"
"Acacia pycnantha",2613563,"non-native","ZAF","INVASIVE"
"Acacia redolens",2613599,"non-native","USA",NA
"Acacia retinodes",2613616,"non-native","AUS",NA
"Acacia retinodes",2613616,"non-native","COL",NA
"Acacia retinodes",2613616,"non-native","ESP",NA
"Acacia retinodes",2613616,"non-native","FRA",NA
"Acacia retinodes",2613616,"non-native","IND",NA
"Acacia retinodes",2613616,"non-native","ITA",NA
"Acacia retinodes",2613616,"non-native","PRT",NA
"Acacia retinodes",2613616,"non-native","USA","INVASIVE"
"Acacia retinodes",2613616,"non-native","TUR",NA
"Acacia rostellifera",2613677,"non-native","AUS",NA
"Acacia salicina",2613715,"non-native","BHS",NA
"Acacia salicina",2613715,"non-native","ISR","INVASIVE"
"Acacia salicina",2613715,"non-native","MEX",NA
"Acacia saligna",2613720,"non-native","AGO",NA
"Acacia saligna",2613720,"non-native","ALB",NA
"Acacia saligna",2613720,"non-native","AUS",NA
"Acacia saligna",2613720,"non-native","CYP","INVASIVE"
"Acacia saligna",2613720,"non-native","DZA",NA
"Acacia saligna",2613720,"non-native","ESP",NA
"Acacia saligna",2613720,"non-native","ETH","INVASIVE"
"Acacia saligna",2613720,"non-native","FRA","INVASIVE"
"Acacia saligna",2613720,"non-native","GRC",NA
"Acacia saligna",2613720,"non-native","ISR","INVASIVE"
"Acacia saligna",2613720,"non-native","ITA","INVASIVE"
"Acacia saligna",2613720,"non-native","KEN",NA
"Acacia saligna",2613720,"non-native","LBY","INVASIVE"
"Acacia saligna",2613720,"non-native","MAR",NA
"Acacia saligna",2613720,"non-native","NAM","INVASIVE"
"Acacia saligna",2613720,"non-native","PRT","INVASIVE"
"Acacia saligna",2613720,"non-native","TUN","INVASIVE"
"Acacia saligna",2613720,"non-native","USA",NA
"Acacia saligna",2613720,"non-native","YEM",NA
"Acacia saligna",2613720,"non-native","ZAF","INVASIVE"
"Acacia saligna",2613720,"non-native","TUR",NA
"Acacia schinoides",2613748,"non-native","AUS",NA
"Acacia sclerosperma",2613762,"non-native","ISR","INVASIVE"
"Acacia sophorae",2613882,"non-native","AUS",NA
"Acacia sophorae",2613882,"non-native","ESP",NA
"Acacia sophorae",2613882,"non-native","MAR",NA
"Acacia sophorae",2613882,"non-native","NZL",NA
"Acacia sophorae",2613882,"non-native","PRT",NA
"Acacia spectabilis",2613897,"non-native","AUS",NA
"Acacia spirorbis",2613919,"non-native","PYF",NA
"Acacia stricta",2613963,"non-native","ZAF","INVASIVE"
"Acacia stricta",2613963,"non-native","NZL",NA
"Acacia terminalis",2614073,"non-native","PRT",NA
"Acacia terminalis",2614073,"non-native","ZAF",NA
"Acacia verticillata",2614249,"non-native","COL",NA
"Acacia verticillata",2614249,"non-native","NZL","INVASIVE"
"Acacia verticillata",2614249,"non-native","PRT",NA
"Acacia verticillata",2614249,"non-native","USA",NA
"Acacia vestita",2614265,"non-native","AUS",NA
"Acacia victoriae",2614268,"non-native","ISR","INVASIVE"
"Acacia viscidula",2614289,"non-native","ZAF",NA
"Acacia williamsonii",2614334,"non-native","AUS",NA
"Acaciella angustissima",2614368,"non-native","AUS",NA
"Acaciella angustissima",2614368,"non-native","USA",NA
"Acaciella glauca",2603378,"non-native","AUS",NA
"Acaciella glauca",2603378,"non-native","COK","INVASIVE"
"Acaciella glauca",2603378,"non-native","PHL",NA
"Acaciella villosa",2614422,"non-native","IDN",NA
"Acaena agnipila",2937835,"non-native","AUS",NA
"Acaena agnipila",2937835,"non-native","NZL","INVASIVE"
"Acaena anserinifolia",2937848,"non-native","GBR",NA
"Acaena anserinifolia",2937848,"non-native","IRL",NA
"Acaena anserinifolia",2937848,"non-native","NZL",NA
"Acaena argentea",2937860,"non-native","CHL",NA
"Acaena echinata",2938230,"non-native","AUS",NA
"Acaena echinata",2938230,"non-native","NZL",NA
"Acaena inermis",2938291,"non-native","GBR",NA
"Acaena novae-zelandiae",2938419,"non-native","AUS",NA
"Acaena novae-zelandiae",2938419,"non-native","GBR","INVASIVE"
"Acaena novae-zelandiae",2938419,"non-native","IRL",NA
