"taxon_name","wcvp_accepted_id","status","redlistCategory"
"Rytidosperma biannulare",439756,"naturalized",NA
"Bituminaria bituminosa",2676873,"naturalized",NA
"Verbascum bombyciferum",2454319,"naturalized",NA
"Rumex britannica",2424341,"naturalized","Least Concern"
"Cirsium canescens",3041480,"naturalized",NA
"Crotalaria capensis",2743410,"naturalized",NA
"Oxalis magellanica",2395087,"naturalized",NA
"Phyllanthus caroliniensis",153533,"naturalized",NA
"Muhlenbergia cenchroides",463530,"naturalized","Least Concern"
"Rhodanthe chlorocephala",3089635,"naturalized",NA
"Eremochloa ciliaris",413430,"naturalized",NA
"Commelina tuberosa",234245,"naturalized",NA
"Crassula colligata",2741597,"naturalized",NA
"Euchiton collinus",3093178,"naturalized",NA
"Ampelopsis cordata",2634490,"naturalized",NA
"Philadelphus lewisii",2530273,"naturalized",NA
"Oxalis pilosa",2393605,"naturalized",NA
"Teesdalia coronopifolia",2437862,"naturalized",NA
"Sporobolus creber",444133,"naturalized",NA
"Cistus tauricus",2723689,"naturalized",NA
"Erodium cygnorum",2798209,"naturalized",NA
"Juncus cyperoides",314836,"naturalized",NA
"Aristida dichotoma",394564,"naturalized",NA
"Juncus diffusissimus",314864,"naturalized",NA
"Marsilea drummondii",3143447,"naturalized",NA
"Paronychia echinulata",2530625,"naturalized",NA
"Koelreuteria elegans",2335301,"naturalized",NA
"Juncus elliottii",314953,"naturalized",NA
"Haloragis erecta",2838631,"naturalized",NA
"Leucaena esculenta",2346297,"naturalized","Least Concern"
"Arctotis fastuosa",3075672,"naturalized",NA
"Drosera tracyi",64622,"naturalized",NA
"Plantago firma",2570004,"naturalized",NA
"Ephedra foeminea",332925,"naturalized","Least Concern"
"Psoralea fruticans",2535244,"naturalized","Least Concern"
"Teucrium fruticans",202931,"naturalized",NA
"Hunnemannia fumariifolia",2855051,"naturalized",NA
"Aegilops geniculata",387679,"naturalized","Least Concern"
"Rhus glabra",2423048,"naturalized","Least Concern"
"Atriplex glauca",2665303,"naturalized",NA
"Kallstroemia grandiflora",2335170,"naturalized",NA
"Pelargonium grossularioides",2532545,"naturalized",NA
"Tuberaria guttata",2430836,"naturalized",NA
"Muehlenbeckia hastulata",2508904,"naturalized",NA
"Quercus hemisphaerica",173053,"naturalized","Least Concern"
"Lotus hirsutus",2346186,"naturalized",NA
"Heliomeris hispida",3122749,"naturalized",NA
"Polypogon imberbis",438067,"naturalized",NA
"Pelargonium inodorum",2532668,"naturalized",NA
"Galium intermedium",86592,"naturalized",NA
"Carex inversa",227624,"naturalized",NA
"Euchiton involucratus",3093200,"naturalized",NA
"Passiflora jamesonii",2560330,"naturalized","Vulnerable"
"Rhynchospora kunthii",261922,"naturalized",NA
"Viola labradorica",2460382,"naturalized",NA
"Cistus lasianthus",2723477,"naturalized",NA
"Phryma leptostachya",153193,"naturalized",NA
"Mirabilis linearis",2502289,"naturalized",NA
"Delosperma litorale",2759256,"naturalized",NA
"Salvia longistyla",183080,"naturalized",NA
"Hymenothrix loomisii",3117968,"naturalized",NA
"Echium lusitanicum",2784206,"naturalized",NA
"Cyperus macrostachyos",237412,"naturalized","Least Concern"
"Genista maderensis",2819369,"naturalized","Least Concern"
"Nassella manicata",425539,"naturalized",NA
"Passiflora manicata",2560465,"naturalized",NA
"Avicennia marina",18454,"naturalized","Least Concern"
"Ampelodesmos mauritanicus",391660,"naturalized",NA
"Carex mesochorea",228609,"naturalized",NA
"Carex molesta",228728,"naturalized",NA
"Coincya monensis",2730475,"naturalized","Least Concern"
"Juniperus monosperma",377543,"naturalized","Least Concern"
"Scorzoneroides muelleri",3074894,"naturalized",NA
"Volutaria muricata",3046669,"naturalized",NA
"Equisetum myriochaetum",3137125,"naturalized",NA
"Sporobolus nealleyi",444364,"naturalized",NA
"Amphibromus neesii",391671,"naturalized",NA
"Aegilops neglecta",387486,"naturalized","Least Concern"
"Amphibromus nervosus",391672,"naturalized",NA
"Juncus nodatus",315526,"naturalized",NA
"Buddleja officinalis",2685550,"naturalized","Least Concern"
"Cyperus owanii",237840,"naturalized",NA
"Carthamus oxyacanthus",3047469,"naturalized",NA
"Arum palaestinum",16331,"naturalized",NA
"Acaena pallida",2937955,"naturalized",NA
"Geranium palmatum",2823748,"naturalized",NA
"Rumex palustris",2424686,"naturalized","Least Concern"
"Kallstroemia parviflora",2335216,"naturalized",NA
"Agrostis perennans",390071,"naturalized","Least Concern"
"Melampodium perfoliatum",3125502,"naturalized",NA
"Brachypodium phoenicoides",399988,"naturalized",NA
"Spergula platensis",2487548,"naturalized",NA
"Schinus polygama",2480180,"naturalized","Least Concern"
"Moraea polystachya",323376,"naturalized",NA
"Geranium potentilloides",2823834,"naturalized",NA
"Sisyrinchium pruinosum",325045,"naturalized",NA
"Silene pseudoatocion",2487357,"naturalized",NA
"Conicosia pugioniformis",2734076,"naturalized",NA
"Eucalyptus pulverulenta",73720,"naturalized","Least Concern"
"Woodwardia radicans",3150316,"naturalized",NA
"Cuscuta reflexa",485703,"naturalized","Least Concern"
"Tomostima reptans",2915172,"naturalized",NA
"Rytidosperma richardsonii",439816,"naturalized","Least Concern"
"Mimulus ringens",2506622,"naturalized","Least Concern"
"Pseudognaphalium roseum",3092446,"naturalized",NA
"Salsola ryanii",2897259,"naturalized",NA
"Buddleja saligna",2685596,"naturalized","Least Concern"
"Lophiolepis scabra",3292501,"naturalized",NA
"Bulbine semibarbata",301377,"naturalized",NA
"Piptochaetium fuscum",492415,"naturalized",NA
"Rosa pulverulenta",2973158,"naturalized","Data Deficient"
"Pseudocydonia sinensis",2962445,"naturalized","Least Concern"
"Euchiton sphaericus",3093234,"naturalized",NA
"Hydrocharis spongia",308137,"naturalized",NA
"Lomelosia stellata",2339482,"naturalized",NA
"Atriplex stipitata",2665827,"naturalized",NA
"Piptochaetium stipoides",434582,"naturalized",NA
"Aloiampelos striatula",489241,"naturalized",NA
"Echium strictum",2784370,"naturalized",NA
"Strombocarpa strombulifera",2596953,"naturalized",NA
"Penstemon subglaber",2553368,"naturalized",NA
"Centaurea sulphurea",3050786,"naturalized",NA
"Agrostis tandilensis",390496,"naturalized",NA
"Geranium texanum",2824163,"naturalized",NA
"Carex texensis",231541,"naturalized",NA
"Viburnum rugosum",2458492,"naturalized",NA
"Enchylaena tomentosa",2788736,"naturalized",NA
"Lythrum tribracteatum",2354199,"naturalized","Least Concern"
"Asclepias tuberosa",501455,"naturalized",NA
"Penstemon venustus",2550797,"naturalized",NA
"Atriplex vesicaria",2665906,"naturalized",NA
"Caroxylon villosum",2606580,"naturalized",NA
"Cyperus virens",239009,"naturalized",NA
"Centaurea virgata",3050984,"naturalized",NA
"Salvia virgata",184143,"naturalized",NA
"Peltandra virginica",149727,"naturalized","Least Concern"
"Planodes virginicum",2412342,"naturalized",NA
"Dinebra viscida",474911,"naturalized",NA
"Crupina vulgaris",3046110,"naturalized",NA
"Gentiana andrewsii",2819909,"naturalized","Least Concern"
"Caragana aurantiaca",2698711,"naturalized",NA
"Anemopsis californica",382201,"naturalized",NA
"Lonicera flava",2340128,"naturalized",NA
"Dysphania incisa",3004843,"naturalized",NA
"Puccinellia lemmonii",438757,"naturalized",NA
"Viburnum lentago",2455917,"naturalized","Least Concern"
"Centaurea varnensis",3050808,"naturalized",NA
"Aquilegia pubescens",2644953,"naturalized",NA
"Scutellaria resinosa",189633,"naturalized",NA
"Ulmus rubra",2448805,"naturalized","Least Concern"
"Fallopia scandens",2807659,"naturalized",NA
"Laennecia schiedeana",3099218,"naturalized",NA
"Pseudognaphalium stramineum",3092477,"naturalized",NA
"Spiraea trilobata",2993793,"naturalized",NA
"Eriocoma webberi",413909,"naturalized",NA
"Heterotheca zionensis",3104499,"naturalized",NA
"Magnolia acuminata",117423,"naturalized","Least Concern"
"Sabatia angularis",2587956,"naturalized",NA
"Ambrosia bidentata",3118224,"naturalized",NA
"Rhododendron calendulaceum",2419040,"naturalized","Least Concern"
"Penstemon calycosus",2550763,"naturalized",NA
"Sabatia campestris",2587990,"naturalized",NA
"Halesia carolina",2838104,"naturalized","Least Concern"
"Rhododendron catawbiense",2423824,"naturalized","Least Concern"
"Lappula cenchroides",2355816,"naturalized",NA
"Glossostigma cleistanthum",2826973,"naturalized",NA
"Monarda clinopodia",129169,"naturalized",NA
"Sporobolus contractus",444127,"naturalized",NA
"Stellaria corei",2481887,"naturalized",NA
"Spirobassia hirsuta",2902756,"naturalized",NA
"Taxus cuspidata",378602,"naturalized","Least Concern"
"Lespedeza cyrtobotrya",2345616,"naturalized",NA
"Viburnum dilatatum",2455810,"naturalized",NA
"Campanula divaricata",364504,"naturalized",NA
"Phlox divaricata",2567286,"naturalized",NA
"Persicaria extremiorientalis",2571944,"naturalized",NA
"Artemisia filifolia",3108004,"naturalized",NA
"Sarracenia flava",2582938,"naturalized","Lower Risk/least concern"
"Weigela floribunda",2466672,"naturalized",NA
"Wisteria frutescens",2466419,"naturalized",NA
"Stenanthium gramineum",287586,"naturalized",NA
"Solandra grandiflora",2579586,"naturalized",NA
"Penstemon bradburyi",2550720,"naturalized",NA
"Corylus heterophylla",47893,"naturalized","Least Concern"
"Rhododendron japonicum",2898798,"naturalized",NA
"Penstemon laevigatus",2550891,"naturalized",NA
"Grindelia lanceolata",3100550,"naturalized",NA
"Strophostyles leiosperma",2596947,"naturalized",NA
"Glycyrrhiza lepidota",2827753,"naturalized","Least Concern"
"Liatris ligulistylis",3131079,"naturalized",NA
"Phacelia linearis",2530611,"naturalized",NA
"Chelone lyonii",2716821,"naturalized",NA
"Monarda media",129217,"naturalized",NA
"Cyperus microiria",237550,"naturalized",NA
"Pappobolus microphyllus",3121016,"naturalized",NA
"Nipponanthemum nipponicum",3109625,"naturalized",NA
"Lithospermum occidentale",2915581,"naturalized",NA
"Ilex opaca",2861190,"naturalized","Least Concern"
"Echinacea pallida",2910448,"naturalized",NA
"Cissus palmata",2722738,"naturalized",NA
"Mertensia paniculata",2357681,"naturalized",NA
"Syringa persica",356316,"naturalized",NA
"Quercus phellos",174411,"naturalized","Least Concern"
"Ratibida pinnata",3123553,"naturalized",NA
"Fraxinus profunda",370051,"naturalized","Critically Endangered"
"Stellaria pubera",2482599,"naturalized",NA
"Coreopsis pubescens",3117052,"naturalized",NA
"Campanula punctata",365689,"naturalized",NA
"Phacelia purshii",2530416,"naturalized",NA
"Hydrangea quercifolia",2855771,"naturalized",NA
"Kalopanax septemlobus",105534,"naturalized",NA
"Viburnum setigerum",2458477,"naturalized",NA
"Viburnum sieboldii",2458504,"naturalized",NA
"Xanthorhiza simplicissima",2471067,"naturalized",NA
"Chenopodium standleyanum",2717812,"naturalized",NA
"Geranium thunbergii",2824168,"naturalized",NA
"Magnolia tripetala",117869,"naturalized","Least Concern"
"Coreopsis tripteris",3117458,"naturalized",NA
"Valeriana umbilicata",3225928,"naturalized",NA
"Rhamnus utilis",2522908,"naturalized","Least Concern"
"Magnolia virginiana",117883,"naturalized","Least Concern"
"Viscaria vulgaris",2458298,"naturalized",NA
"Phacelia viscida",2529505,"naturalized",NA
"Ginkgo biloba",334053,"naturalized","Endangered"
"Althaea cannabina",2631515,"naturalized",NA
"Ilex crenata",2860592,"naturalized",NA
"Magnolia macrophylla",117698,"naturalized","Least Concern"
"Aesculus parviflora",2624566,"naturalized","Least Concern"
"Viola patrinii",2459345,"naturalized",NA
"Ligustrum tschonoskii",353837,"naturalized",NA
"Gamochaeta argentina",3092915,"naturalized",NA
"Hemionitis atropurpurea",3217773,"naturalized",NA
"Leucothoe axillaris",2349794,"naturalized",NA
"Juniperus communis",377427,"naturalized","Least Concern"
"Liatris cylindracea",3131024,"naturalized",NA
"Cardamine diphylla",2699662,"naturalized",NA
"Stylophorum diphyllum",2588482,"naturalized",NA
"Plantago elongata",2570101,"naturalized","Least Concern"
"Carex extensa",226423,"naturalized","Least Concern"
"Pieris floribunda",2410243,"naturalized",NA
"Portulaca halimoides",2574024,"naturalized",NA
"Quercus imbricaria",173302,"naturalized","Least Concern"
"Rhynchospora inexpansa",261900,"naturalized",NA
"Styrax japonicus",2580512,"naturalized","Least Concern"
"Carex kobomugi",227797,"naturalized",NA
"Magnolia kobus",117662,"naturalized","Data Deficient"
"Ludwigia leptocarpa",2494048,"naturalized","Least Concern"
"Quercus macrocarpa",173817,"naturalized","Least Concern"
"Rhododendron maximum",2418069,"naturalized","Least Concern"
"Dionaea muscipula",62109,"naturalized","Vulnerable"
"Carex oklahomensis",229243,"naturalized",NA
"Eryngium prostratum",2799526,"naturalized",NA
"Cyrilla racemiflora",2752990,"naturalized","Least Concern"
"Picea rubens",380751,"naturalized","Least Concern"
"Carex shortiana",230913,"naturalized",NA
"Amsonia tabernaemontana",8474,"naturalized",NA
"Chaerophyllum tainturieri",2714327,"naturalized",NA
"Cystopteris tennesseensis",3147386,"naturalized",NA
"Isoetes tuckermanii",3139332,"naturalized","Least Concern"
"Juncus validus",316082,"naturalized",NA
"Geum vernum",2949618,"naturalized",NA
"Flueggea acidoton",84581,"naturalized",NA
"Rumohra adiantiformis",3152536,"naturalized","Least Concern"
"Bignonia aequinoctialis",319795,"naturalized",NA
"Tabernaemontana alba",200552,"naturalized","Least Concern"
"Peperomia amplexicaulis",2556739,"naturalized",NA
"Adiantum anceps",3144772,"naturalized",NA
"Cyrtopodium andersonii",54719,"naturalized",NA
"Phyllanthus angustifolius",153344,"naturalized",NA
"Sida antillensis",2588297,"naturalized",NA
"Maurandella antirrhiniflora",2507301,"naturalized",NA
"Harpullia arborea",2839774,"naturalized","Least Concern"
"Cyperus aristulatus",488043,"naturalized",NA
"Iva asperifolia",3119612,"naturalized",NA
"Cryptocoryne beckettii",51963,"naturalized","Near Threatened"
"Canavalia brasiliensis",2696155,"naturalized",NA
"Dyckia brevifolia",241846,"naturalized",NA
"Terminalia buceras",2431442,"naturalized","Endangered"
"Cicuta bulbifera",2720714,"naturalized","Least Concern"
"Oplismenus burmanni",426308,"naturalized",NA
"Artemisia campestris",3107744,"naturalized",NA
"Ligusticum canadense",2341417,"naturalized","Least Concern"
"Trichocentrum carthagenense",208037,"naturalized",NA
"Caperonia castaneifolia",33963,"naturalized",NA
"Adiantum caudatum",3147348,"naturalized",NA
"Limnophila chinensis",2497696,"naturalized","Least Concern"
"Bonnaya ciliata",2679435,"naturalized","Least Concern"
"Passiflora ciliata",2559531,"naturalized",NA
"Passiflora coccinea",2559582,"naturalized",NA
"Indigofera colutea",2863782,"naturalized",NA
"Enterolobium contortisiliquum",2789589,"naturalized","Least Concern"
"Microstachys corniculata",127629,"naturalized",NA
"Vachellia cornigera",2471569,"naturalized","Least Concern"
"Tradescantia crassula",270227,"naturalized",NA
"Nymphoides hydrophylla",2385075,"naturalized","Least Concern"
"Paederia cruddasiana",145455,"naturalized",NA
"Spermacoce densiflora",193502,"naturalized",NA
"Jasminum dichotomum",352132,"naturalized",NA
"Cyperus digitatus",236363,"naturalized","Least Concern"
"Eryngium divaricatum",2799234,"naturalized",NA
"Pseudognaphalium domingense",3092307,"naturalized",NA
"Petitia domingensis",150825,"naturalized",NA
"Stemodia durantifolia",2586268,"naturalized",NA
"Dalbergia ecastaphyllum",2755546,"naturalized","Least Concern"
"Stapfochloa elata",498453,"naturalized",NA
"Mimusops elengi",128461,"naturalized","Least Concern"
"Dianella ensifolia",304105,"naturalized",NA
"Plantago floccosa",2570007,"naturalized",NA
"Phyllanthus fluitans",153867,"naturalized",NA
"Cucurbita foetidissima",2747138,"naturalized","Least Concern"
"Commelina forskaolii",233904,"naturalized",NA
"Zamia furfuracea",378868,"naturalized","Endangered"
"Kalanchoe gastonis-bonnieri",2335891,"naturalized",NA
"Volkameria glabra",461983,"naturalized","Least Concern"
"Sapium glandulosum",184338,"naturalized","Vulnerable"
"Sapium glandulosum",184338,"naturalized","Least Concern"
"Richardia grandiflora",178473,"naturalized",NA
"Pteris grandifolia",3146927,"naturalized",NA
"Philodendron hederaceum",151646,"naturalized",NA
"Marsilea hirsuta",3143457,"naturalized",NA
"Coccocypselum hirsutum",44319,"naturalized",NA
"Corchorus hirsutus",2736374,"naturalized","Least Concern"
"Ctenodon histrix",3243376,"naturalized",NA
"Pectis humifusa",3118940,"naturalized",NA
"Rousselia humilis",2528409,"naturalized",NA
"Tectaria incisa",3153116,"naturalized",NA
"Buddleja indica",2685470,"naturalized",NA
"Limnophila indica",2498085,"naturalized","Least Concern"
"Tillandsia ionantha",269169,"naturalized","Least Concern"
"Aristolochia labiata",2651551,"naturalized",NA
"Heliconia latispatha",248454,"naturalized",NA
"Albizia lebbekoides",2627392,"naturalized","Least Concern"
"Cyperus lentiginosus",237263,"naturalized",NA
"Pombalia linearifolia",2997571,"naturalized",NA
"Haplocarpha lyrata",3075784,"naturalized",NA
"Bonellia macrocarpa",2679378,"naturalized","Least Concern"
"Mucuna macrocarpa",2375437,"naturalized",NA
"Sorindeia madagascariensis",2480593,"naturalized","Least Concern"
"Diospyros maritima",384397,"naturalized","Least Concern"
"Aristolochia maxima",2651642,"naturalized",NA
"Lygodium microphyllum",3142950,"naturalized","Least Concern"
"Scoparia montevidensis",2586026,"naturalized",NA
"Leucospora multifida",2497686,"naturalized",NA
"Ceratophyllum muricatum",36936,"naturalized","Least Concern"
"Eleocharis nigrescens",242696,"naturalized","Least Concern"
"Commelina nigritana",234060,"naturalized",NA
"Casearia nitida",2924527,"naturalized","Least Concern"
"Melochia nodiflora",2508536,"naturalized",NA
"Coreopsis nuecensis",3117304,"naturalized",NA
"Callitriche pedunculosa",31659,"naturalized",NA
"Cyperus ochraceus",237776,"naturalized",NA
"Alocasia odora",6798,"naturalized","Least Concern"
"Araujia odorata",500654,"naturalized",NA
"Premna odorata",165073,"naturalized","Least Concern"
"Guaiacum officinale",2833809,"naturalized","Endangered"
"Marsilea oligospora",3145453,"naturalized",NA
"Cecropia palmata",2707094,"naturalized","Least Concern"
"Lygodium palmatum",3142952,"naturalized",NA
"Cerastium parvum",3243602,"naturalized",NA
"Coleus australis",533409,"naturalized",NA
"Pittosporum pentandrum",2571687,"naturalized","Least Concern"
"Luziola peruviana",423167,"naturalized",NA
"Acmella pilosa",3123810,"naturalized",NA
"Chamaecrista pilosa",2715099,"naturalized",NA
"Indigofera pilosa",2864521,"naturalized",NA
"Bradburia pilosa",3104300,"naturalized",NA
"Cyperus pilosus",237995,"naturalized","Least Concern"
"Rhynchosia precatoria",2427856,"naturalized",NA
"Costus pulverulentus",234743,"naturalized",NA
"Psychotria punctata",169402,"naturalized",NA
"Lonchocarpus punctatus",2344867,"naturalized","Least Concern"
"Sporobolus purpurascens",444420,"naturalized",NA
"Cornutia pyramidata",47586,"naturalized","Least Concern"
"Fraxinus quadrangulata",370075,"naturalized","Critically Endangered"
"Lumnitzera racemosa",2338861,"naturalized","Least Concern"
"Saribus rotundifolius",185396,"naturalized","Vulnerable"
"Encyclia rufa",67246,"naturalized",NA
"Lasiacis ruscifolia",421987,"naturalized",NA
"Centrosema sagittatum",2709140,"naturalized",NA
"Sida santaremensis",2601672,"naturalized",NA
"Globba schomburgkii",247177,"naturalized",NA
"Chamaedorea seifrizii",37655,"naturalized","Least Concern"
"Glyceria septentrionalis",417932,"naturalized","Least Concern"
"Chamaecrista serpens",2715182,"naturalized",NA
"Limnophila sessiliflora",2498154,"naturalized","Least Concern"
"Radermachera sinica",317294,"naturalized","Least Concern"
"Sigmoidotropis speciosa",2904282,"naturalized",NA
"Vachellia sphaerocephala",2471629,"naturalized","Least Concern"
"Murdannia spirata",254718,"naturalized","Least Concern"
"Bletilla striata",22655,"naturalized",NA
"Luziola subintegra",423174,"naturalized",NA
"Stenochlaena tenuifolia",3181763,"naturalized",NA
"Palafoxia texana",3118114,"naturalized",NA
"Lupinus texensis",2346606,"naturalized","Least Concern"
"Acrocomia totai",2607,"naturalized","Least Concern"
"Oxalis triangularis",2394440,"naturalized",NA
"Pilea trianthemoides",2545345,"naturalized",NA
"Bidens trichosperma",3117166,"naturalized","Least Concern"
"Trichosanthes tricuspidata",2433334,"naturalized",NA
"Sesamum trilobum",3225323,"naturalized",NA
"Croton trinitatis",51408,"naturalized",NA
"Clerodendrum umbellatum",43138,"naturalized",NA
"Condea verticillata",472782,"naturalized",NA
"Marsilea vestita",3145465,"naturalized",NA
"Lespedeza virgata",2345690,"naturalized",NA
"Passiflora vitifolia",2562841,"naturalized",NA
"Cryptocoryne walkeri",52068,"naturalized","Endangered"
"Cryptocoryne walkeri",52068,"naturalized","Critically Endangered"
"Najas wrightiana",308343,"naturalized",NA
"Pouzolzia zeylanica",2545748,"naturalized",NA
"Iva annua",3119607,"naturalized",NA
"Amaranthus australis",2632694,"naturalized",NA
"Lysimachia barystachys",2492715,"naturalized",NA
"Kellochloa brachyantha",521233,"naturalized",NA
"Xylosma congesta",2923415,"naturalized","Least Concern"
"Callisia cordifolia",223388,"naturalized",NA
"Sesuvium crithmoides",2476991,"naturalized",NA
"Callirhoe digitata",2692665,"naturalized",NA
"Sesbania drummondii",2590905,"naturalized","Least Concern"
"Penstemon hirsutus",2550836,"naturalized",NA
"Prunus hortulana",2959920,"naturalized","Least Concern"
"Sapindus mukorossi",2582320,"naturalized","Least Concern"
"Krigia occidentalis",3063421,"naturalized",NA
"Deutzia parviflora",2763315,"naturalized",NA
"Arachis prostrata",2646460,"naturalized",NA
"Ilex rotunda",2861384,"naturalized","Least Concern"
"Myrica rubra",2500859,"naturalized",NA
"Zelkova serrata",2469914,"naturalized","Near Threatened"
"Tamarix tetragyna",2521269,"naturalized","Least Concern"
"Maclura tricuspidata",2501251,"naturalized","Least Concern"
"Cirsium undulatum",3042691,"naturalized",NA
"Brugmansia versicolor",2684020,"naturalized","Extinct in the Wild"
"Heliotropium arboreum",3014911,"naturalized","Least Concern"
"Frankenia salina",2814279,"naturalized",NA
"Fimbristylis aestivalis",245217,"naturalized",NA
"Eucalyptus albens",72397,"naturalized","Vulnerable"
"Archontophoenix alexandrae",14409,"naturalized","Least Concern"
"Eucalyptus amygdalina",72417,"naturalized","Near Threatened"
"Elaeocarpus angustifolius",2785314,"naturalized","Least Concern"
"Schoenus apogon",263183,"naturalized",NA
"Blechnum appendiculatum",3150374,"naturalized",NA
"Buddleja asiatica",2685315,"naturalized","Least Concern"
"Torenia asiatica",2520783,"naturalized",NA
"Pseudognaphalium attenuatum",3092236,"naturalized",NA
"Passiflora bicornis",2559620,"naturalized",NA
"Flindersia brayleyana",2813491,"naturalized","Least Concern"
"Eucalyptus bridgesiana",72568,"naturalized","Vulnerable"
"Rhynchospora caduca",261588,"naturalized",NA
"Frangula californica",2814050,"naturalized","Least Concern"
"Bulbostylis capillaris",222305,"naturalized","Least Concern"
"Ilex cassine",2860502,"naturalized","Least Concern"
"Citharexylum caudatum",41150,"naturalized","Least Concern"
"Nassella cernua",425477,"naturalized",NA
"Arthrostemma ciliatum",3029295,"naturalized",NA
"Xyris complanata",272599,"naturalized","Least Concern"
"Cyperus confertus",236108,"naturalized",NA
"Eucalyptus cornuta",72734,"naturalized","Near Threatened"
"Pinanga coronata",156393,"naturalized",NA
"Bidens cynapiifolia",2925618,"naturalized",NA
"Cymbidium dayanum",53140,"naturalized",NA
"Eucalyptus deanei",72794,"naturalized","Least Concern"
"Filicium decipiens",2812910,"naturalized","Least Concern"
"Digitaria divaricatissima",408934,"naturalized",NA
"Lindsaea ensifolia",3146645,"naturalized",NA
"Conocarpus erectus",2734516,"naturalized","Least Concern"
"Eleocharis exigua",242482,"naturalized",NA
"Symphyotrichum expansum",3103872,"naturalized",NA
"Begonia foliosa",361626,"naturalized",NA
"Aristea compressa",326570,"naturalized",NA
"Rhynchospora globularis",261827,"naturalized",NA
"Eucalyptus goniocalyx",73028,"naturalized","Vulnerable"
"Wahlenbergia gracilis",357515,"naturalized",NA
"Najas guadalupensis",308256,"naturalized","Least Concern"
"Chaetogastra herbacea",3243646,"naturalized",NA
"Artabotrys hexapetalus",2653287,"naturalized",NA
"Euchiton japonicus",3093215,"naturalized",NA
"Pectis linifolia",3118960,"naturalized",NA
"Tabernaemontana litoralis",200777,"naturalized","Least Concern"
"Chaetogastra longifolia",3030004,"naturalized","Least Concern"
"Crotalaria longirostrata",2743999,"naturalized","Least Concern"
"Medinilla magnifica",3019020,"naturalized",NA
"Rhizophora mangle",2523199,"naturalized","Least Concern"
"Macaranga mappa",116568,"naturalized","Least Concern"
"Eucalyptus marginata",73339,"naturalized","Near Threatened"
"Batis maritima",20126,"naturalized",NA
"Atriplex maximowicziana",2665491,"naturalized",NA
"Terminalia melanocarpa",2434464,"naturalized",NA
"Cyperus meyenianus",237515,"naturalized",NA
"Coleus cylindraceus",533855,"naturalized",NA
"Lemna obscura",109317,"naturalized",NA
"Cecropia obtusifolia",2707088,"naturalized","Least Concern"
"Lomelosia palaestina",2339525,"naturalized",NA
"Eucalyptus paniculata",73562,"naturalized","Near Threatened"
"Eucalyptus paniculata",73562,"naturalized","Data Deficient"
"Fuchsia paniculata",2815009,"naturalized","Least Concern"
"Thelypteris parasitica",3191901,"naturalized",NA
"Stuckenia pectinata",309906,"naturalized","Least Concern"
"Xyris platylepis",272930,"naturalized",NA
"Heliocarpus americanus",2843334,"naturalized","Least Concern"
"Buchnera pusilla",2685125,"naturalized",NA
"Cymbopogon refractus",406266,"naturalized",NA
"Begonia reniformis",362809,"naturalized",NA
"Geranium retrorsum",2823956,"naturalized",NA
"Xanthosoma robustum",215142,"naturalized",NA
"Eucalyptus rudis",73835,"naturalized","Near Threatened"
"Eriocaulon scariosum",244246,"naturalized",NA
"Castilleja scorzonerifolia",2705323,"naturalized",NA
"Canavalia sericea",2696287,"naturalized","Least Concern"
"Crassula sieberiana",2742148,"naturalized",NA
"Selaginella stellata",3139122,"naturalized",NA
"Microlaena stipoides",424284,"naturalized","Least Concern"
"Cuphea subuligera",2748480,"naturalized",NA
"Macaranga tanarius",116737,"naturalized","Least Concern"
"Sophora tomentosa",2597292,"naturalized","Least Concern"
"Cyperus trinervis",238890,"naturalized",NA
"Leymus triticoides",422660,"naturalized",NA
"Abutilon viscosum",3001559,"naturalized",NA
"Macropsychanthus wilsonii",3245233,"naturalized",NA
"Majidea zanguebarica",2510510,"naturalized",NA
"Perityle emoryi",3126761,"naturalized",NA
"Lepidium oblongum",2337925,"naturalized",NA
"Malachra alceifolia",2504492,"naturalized",NA
"Coccothrinax barbadensis",44384,"naturalized",NA
"Harrisia bonplandii",2839845,"naturalized","Least Concern"
"Selenicereus costaricensis",3225569,"naturalized","Least Concern"
"Eucalyptus crebra",72753,"naturalized","Least Concern"
"Ruellia devosiana",2421343,"naturalized",NA
"Philodendron erubescens",151587,"naturalized",NA
"Begonia fusca",361669,"naturalized",NA
"Corymbia gummifera",48036,"naturalized","Near Threatened"
"Aster indicus",3099640,"naturalized",NA
"Philadelphus karwinskyanus",2530249,"naturalized",NA
"Clethra lanata",43298,"naturalized","Least Concern"
"Heritiera littoralis",2846318,"naturalized","Least Concern"
"Clerodendrum macrostegium",42816,"naturalized","Least Concern"
"Pentapogon micranthus",3294320,"naturalized",NA
"Hibiscus micranthus",2850190,"naturalized",NA
"Philodendron pinnatifidum",151837,"naturalized",NA
"Tetrastigma pubinerve",2518914,"naturalized",NA
"Albizia saponaria",2627524,"naturalized","Least Concern"
"Costus scaber",234761,"naturalized",NA
"Eleocharis schaffneri",242849,"naturalized",NA
"Rhynchospora tenuis",262340,"naturalized",NA
"Gahnia lacera",246494,"naturalized",NA
"Sideroxylon persimile",192077,"naturalized","Least Concern"
"Cissus alata",2722134,"naturalized",NA
"Palafoxia callosa",3118072,"naturalized",NA
"Tillandsia caput-medusae",268724,"naturalized",NA
"Sauvagesia erecta",2602394,"naturalized","Least Concern"
"Croton guatemalensis",50069,"naturalized","Least Concern"
"Philodendron lacerum",151698,"naturalized",NA
