"taxon_name","wcvp_accepted_id","status","redlistCategory"
"Bifora testiculata",2675876,"naturalized",NA
"Spergularia villosa",2482262,"naturalized",NA
"Gladiolus watsonius",329058,"naturalized",NA
"Iris xiphium",322599,"naturalized","Least Concern"
"Reseda alba",2525256,"naturalized",NA
"Dischisma arenarium",2772655,"naturalized",NA
"Erica baccans",2792703,"naturalized",NA
"Echium candicans",2784037,"naturalized","Data Deficient"
"Melianthus comosus",2504992,"naturalized","Least Concern"
"Hakea drupacea",2837675,"naturalized","Least Concern"
"Lobelia erinus",353498,"naturalized",NA
"Valeriana eriocarpa",3225767,"naturalized",NA
"Thinopyrum junceum",446499,"naturalized","Least Concern"
"Banksia formosa",2603680,"naturalized","Near Threatened"
"Crassula glomerata",2741762,"naturalized",NA
"Quercus ilex",173162,"naturalized","Least Concern"
"Lythrum junceum",2354160,"naturalized","Least Concern"
"Bacopa monnieri",2667648,"naturalized","Least Concern"
"Polygala monspeliaca",2572811,"naturalized",NA
"Valerianella muricata",2463604,"naturalized",NA
"Melaleuca nesophila",123790,"naturalized",NA
"Lathyrus odoratus",2351328,"naturalized","Critically Endangered"
"Cuscuta planiflora",485668,"naturalized",NA
"Hakea prostrata",2837826,"naturalized","Least Concern"
"Echium simplex",2784354,"naturalized",NA
"Genista spachiana",2819587,"naturalized",NA
"Juncus subnodulosus",315859,"naturalized","Least Concern"
"Aristida vagans",395299,"naturalized",NA
"Sparaxis villosa",324761,"naturalized",NA
"Euryops abrotanifolius",3085905,"naturalized",NA
"Noltea africana",2381549,"naturalized","Least Concern"
"Ammobium alatum",3088440,"naturalized",NA
"Lachenalia aloides",280351,"naturalized",NA
"Kunzea ambigua",106525,"naturalized",NA
"Tordylium apulum",2435736,"naturalized",NA
"Pteridium aquilinum",2931242,"naturalized",NA
"Moraea aristata",326065,"naturalized",NA
"Centaurea aspera",2925958,"naturalized",NA
"Scrophularia auriculata",2586267,"naturalized",NA
"Plantago australis",2571336,"naturalized",NA
"Moraea bellendenii",323516,"naturalized",NA
"Stachys byzantina",194896,"naturalized",NA
"Erica canaliculata",2792853,"naturalized",NA
"Cedronella canariensis",36239,"naturalized",NA
"Daboecia cantabrica",2755020,"naturalized",NA
"Carpinus caroliniana",34302,"naturalized","Least Concern"
"Deschampsia cespitosa",407579,"naturalized",NA
"Carpobrotus chilensis",2701239,"naturalized",NA
"Crassula ciliata",2741586,"naturalized",NA
"Melica ciliata",423496,"naturalized",NA
"Erica cinerea",2792920,"naturalized","Least Concern"
"Eucalyptus cinerea",72671,"naturalized","Near Threatened"
"Darwinia citriodora",56483,"naturalized",NA
"Pyracantha coccinea",2962677,"naturalized",NA
"Ferula communis",2808370,"naturalized","Least Concern"
"Myrtus communis",132410,"naturalized","Least Concern"
"Muscari comosum",281521,"naturalized",NA
"Eucalyptus conferruminata",72700,"naturalized","Near Threatened"
"Angophora costata",9056,"naturalized","Least Concern"
"Erica cruenta",2793029,"naturalized",NA
"Hakea cucullata",2837652,"naturalized","Vulnerable"
"Hypolepis dicksonioides",3143800,"naturalized",NA
"Erica discolor",2793134,"naturalized",NA
"Kunzea ericoides",106542,"naturalized",NA
"Hesperantha falcata",321263,"naturalized",NA
"Corymbia ficifolia",48027,"naturalized","Near Threatened"
"Washingtonia filifera",214250,"naturalized","Least Concern"
"Gladiolus floribundus",328429,"naturalized",NA
"Moraea fugax",323471,"naturalized",NA
"Rosa gallica",2969349,"naturalized",NA
"Stachys germanica",195092,"naturalized",NA
"Utricularia gibba",518366,"naturalized","Least Concern"
"Lampranthus glaucus",2342572,"naturalized",NA
"Hesperocyparis goveniana",457907,"naturalized","Endangered"
"Valeriana graciliflora",3225763,"naturalized",NA
"Ceratopetalum gummiferum",2711146,"naturalized","Least Concern"
"Erica hirtiflora",2793481,"naturalized",NA
"Melaleuca hypericifolia",123698,"naturalized","Least Concern"
"Cistus inflatus",2723453,"naturalized",NA
"Tetrarrhena juncea",446324,"naturalized",NA
"Grevillea juniperina",2832434,"naturalized","Least Concern"
"Pyracantha koidzumii",2962702,"naturalized","Endangered"
"Lobelia laxiflora",353294,"naturalized",NA
"Nassella leucotricha",425531,"naturalized",NA
"Serapias lingua",190640,"naturalized",NA
"Corymbia maculata",48059,"naturalized","Least Concern"
"Erica mauritanica",2793804,"naturalized",NA
"Marsilea mutica",3145449,"naturalized",NA
"Kennedia nigricans",2336092,"naturalized",NA
"Chamaemelum nobile",2906828,"naturalized","Least Concern"
"Salvia rosmarinus",183733,"naturalized",NA
"Quercus palustris",174242,"naturalized","Least Concern"
"Centaurea paniculata",3050388,"naturalized",NA
"Ixia paniculata",322850,"naturalized",NA
"Jarava plumosa",420989,"naturalized",NA
"Erica nivalis",2793924,"naturalized",NA
"Oenanthe pimpinelloides",2390741,"naturalized",NA
"Banksia undata",2603755,"naturalized","Near Threatened"
"Hovea pungens",2853933,"naturalized",NA
"Erica quadrangularis",2794253,"naturalized",NA
"Pelargonium quercifolium",2534811,"naturalized",NA
"Prunus salicina",2961487,"naturalized","Least Concern"
"Eucalyptus saligna",73847,"naturalized","Least Concern"
"Grevillea sericea",2832736,"naturalized","Least Concern"
"Hakea sericea",2837858,"naturalized","Least Concern"
"Veronica speciosa",2462198,"naturalized",NA
"Lathyrus sphaericus",2351119,"naturalized","Least Concern"
"Erica subulata",2794530,"naturalized",NA
"Choisya ternata",2719292,"naturalized",NA
"Gunnera tinctoria",370468,"naturalized",NA
"Viburnum tinus",2458668,"naturalized","Least Concern"
"Gilia tricolor",2825947,"naturalized",NA
"Hovea trisperma",2853949,"naturalized",NA
"Erica trivialis",2794642,"naturalized",NA
"Hakea undulata",2837906,"naturalized","Near Threatened"
"Iris unguicularis",322524,"naturalized",NA
"Wigandia urens",2466279,"naturalized","Least Concern"
"Coronilla vaginalis",2738039,"naturalized",NA
"Erica vestita",2794743,"naturalized",NA
"Clematis vitalba",2726964,"naturalized",NA
"Calepina irregularis",2691771,"naturalized",NA
"Euclidium syriacum",2802718,"naturalized",NA
"Hyoscyamus albus",2857395,"naturalized",NA
"Laburnum anagyroides",2350832,"naturalized","Least Concern"
"Sporobolus anglicus",497672,"naturalized",NA
"Medicago arborea",2368659,"naturalized","Least Concern"
"Atriplex australasica",2665075,"naturalized",NA
"Linum bienne",2348601,"naturalized",NA
"Lasiospermum bipinnatum",3106669,"naturalized",NA
"Erica caffra",2792822,"naturalized","Least Concern"
"Luzula campestris",316212,"naturalized",NA
"Anisodontea capensis",2640192,"naturalized",NA
"Tanacetum cinerariifolium",3111549,"naturalized","Least Concern"
"Passiflora cinnabarina",2559534,"naturalized",NA
"Hesperantha coccinea",321254,"naturalized",NA
"Luzula congesta",316324,"naturalized",NA
"Juncus conglomeratus",314807,"naturalized","Least Concern"
"Silene conica",2485532,"naturalized",NA
"Sulla coronaria",2873321,"naturalized",NA
"Cistus creticus",2723343,"naturalized",NA
"Myriophyllum crispatum",2366611,"naturalized",NA
"Urospermum dalechampii",3074086,"naturalized",NA
"Silene dichotoma",2488226,"naturalized",NA
"Carex divulsa",226143,"naturalized",NA
"Veronica elliptica",2454092,"naturalized",NA
"Medicago falcata",2368624,"naturalized",NA
"Carex flacca",226565,"naturalized",NA
"Carex flagellifera",226586,"naturalized",NA
"Amphibromus fluitans",391668,"naturalized",NA
"Glyceria fluitans",417786,"naturalized","Least Concern"
"Blitum virgatum",2677632,"naturalized",NA
"Montia fontana",2508965,"naturalized","Least Concern"
"Petrosedum forsterianum",2411216,"naturalized",NA
"Petasites pyrenaicus",3076723,"naturalized",NA
"Lomatia fraseri",2493514,"naturalized","Least Concern"
"Dysphania glomulifera",2780232,"naturalized",NA
"Lepidium heterophyllum",2337794,"naturalized","Least Concern"
"Erica holosericea",2793493,"naturalized",NA
"Geranium homeanum",2823396,"naturalized",NA
"Equisetum hyemale",2902170,"naturalized","Least Concern"
"Griselinia littoralis",92687,"naturalized",NA
"Silene gracilis",2488024,"naturalized",NA
"Nonea lutea",2380021,"naturalized",NA
"Catapodium marinum",403820,"naturalized",NA
"Suaeda maritima",2484020,"naturalized",NA
"Luzula multiflora",316484,"naturalized",NA
"Draba muralis",2777016,"naturalized",NA
"Crassula muscosa",2741922,"naturalized",NA
"Draba nemorosa",2777030,"naturalized",NA
"Lathyrus nissolia",2351310,"naturalized","Least Concern"
"Veronica notabilis",2463288,"naturalized",NA
"Glyceria notata",417883,"naturalized","Least Concern"
"Teesdalia nudicaulis",2437875,"naturalized",NA
"Lithospermum officinale",2343333,"naturalized",NA
"Sigesbeckia orientalis",2901884,"naturalized",NA
"Stachys palustris",195411,"naturalized","Least Concern"
"Lonicera periclymenum",2357110,"naturalized",NA
"Scilla peruviana",288872,"naturalized",NA
"Carex pilulifera",229766,"naturalized",NA
"Alisma plantago-aquatica",294841,"naturalized","Least Concern"
"Persicaria prostrata",2572604,"naturalized",NA
"Austroderia richardii",468488,"naturalized",NA
"Valeriana rimosa",3225802,"naturalized",NA
"Kennedia rubicunda",2333388,"naturalized",NA
"Hakea salicifolia",2837851,"naturalized","Least Concern"
"Polyscias sambucifolia",162571,"naturalized","Least Concern"
"Cyperus sanguinolentus",238418,"naturalized","Least Concern"
"Carex scoparia",230759,"naturalized",NA
"Erica scoparia",2794397,"naturalized",NA
"Teucrium scorodonia",203387,"naturalized",NA
"Myosotis scorpioides",2358330,"naturalized",NA
"Veronica scutellata",2462066,"naturalized","Least Concern"
"Pentaglottis sempervirens",2412586,"naturalized",NA
"Podalyria sericea",2535833,"naturalized",NA
"Isolepis setacea",250537,"naturalized","Least Concern"
"Sedum sexangulare",2484527,"naturalized",NA
"Ononis spinosa",2389429,"naturalized",NA
"Prunus spinosa",2921969,"naturalized","Least Concern"
"Lawrencia squamata",2494147,"naturalized",NA
"Juncus squarrosus",315820,"naturalized",NA
"Nicotiana sylvestris",2385612,"naturalized",NA
"Pittosporum tenuifolium",2571735,"naturalized",NA
"Carex testacea",231530,"naturalized",NA
"Machaerina planifolia",497173,"naturalized",NA
"Cota tinctoria",2906695,"naturalized",NA
"Gastridium ventricosum",417490,"naturalized",NA
"Watsonia versfeldii",325866,"naturalized",NA
"Galium verum",87863,"naturalized",NA
"Xerochrysum viscosum",3200733,"naturalized",NA
"Aquilegia vulgaris",2645045,"naturalized",NA
"Calluna vulgaris",2692970,"naturalized",NA
"Polygala vulgaris",2572044,"naturalized",NA
"Pinus wallichiana",380092,"naturalized","Least Concern"
"Geranium yeoi",2824294,"naturalized",NA
"Cerastium fontanum",2710319,"naturalized",NA
"Chasmanthe aethiopica",327037,"naturalized",NA
"Salvia aurea",182047,"naturalized",NA
"Capnophyllum africanum",2696886,"naturalized",NA
"Lycium afrum",2496320,"naturalized",NA
"Watsonia aletroides",325807,"naturalized",NA
"Alkekengi officinarum",2628564,"naturalized",NA
"Babiana angustifolia",326665,"naturalized",NA
"Salvia apiana",181982,"naturalized",NA
"Plantago aristata",2571406,"naturalized",NA
"Hesperocyparis glabra",457906,"naturalized",NA
"Geissorhiza aspera",327521,"naturalized",NA
"Eucalyptus astringens",72481,"naturalized","Least Concern"
"Castilleja attenuata",2704890,"naturalized",NA
"Haworthiopsis attenuata",490839,"naturalized",NA
"Iva axillaris",3119618,"naturalized",NA
"Aristea bakeri",326558,"naturalized",NA
"Viola banksii",2471233,"naturalized",NA
"Kunzea baxteri",106526,"naturalized",NA
"Chasmanthe bicolor",327038,"naturalized","Vulnerable"
"Piptochaetium bicolor",434524,"naturalized",NA
"Sclerolaena bicornis",2484252,"naturalized",NA
"Crassula biplanata",2741539,"naturalized",NA
"Sphaeralcea bonariensis",2601962,"naturalized",NA
"Linaria bordiana",2498017,"naturalized",NA
"Albuca bracteata",456152,"naturalized",NA
"Sagittaria brevirostra",287235,"naturalized","Least Concern"
"Polemonium caeruleum",2566071,"naturalized",NA
"Ixia campanulata",322667,"naturalized",NA
"Spiraea cantoniensis",2992831,"naturalized","Least Concern"
"Pauridia capensis",492732,"naturalized",NA
"Cornus capitata",47307,"naturalized","Least Concern"
"Saururus cernuus",381242,"naturalized","Least Concern"
"Nassella charruana",425479,"naturalized",NA
"Cuscuta chinensis",485302,"naturalized",NA
"Rosa chinensis",2902099,"naturalized",NA
"Physalis cinerascens",2549667,"naturalized","Least Concern"
"Eucalyptus cladocalyx",72677,"naturalized","Vulnerable"
"Eudianthe coeli-rosa",2802809,"naturalized",NA
"Chrysocoma cernua",3094998,"naturalized",NA
"Cerastium comatum",2710174,"naturalized",NA
"Cardamine corymbosa",2699619,"naturalized",NA
"Passerina corymbosa",2551059,"naturalized",NA
"Lotus creticus",2345484,"naturalized",NA
"Carex leersii",228028,"naturalized",NA
"Dryopteris cycadina",3150197,"naturalized",NA
"Callitriche deflexa",31566,"naturalized",NA
"Carex densa",225931,"naturalized",NA
"Melaleuca densa",123606,"naturalized",NA
"Allocasuarina diminuta",382125,"naturalized","Least Concern"
"Melaleuca diosmifolia",123614,"naturalized",NA
"Ephedra distachya",332906,"naturalized","Least Concern"
"Carex distans",226085,"naturalized","Least Concern"
"Lepidium ecklonii",2342455,"naturalized",NA
"Hakea elliptica",2837677,"naturalized","Least Concern"
"Juncus ensifolius",314960,"naturalized",NA
"Tagetes erecta",2929143,"naturalized",NA
"Banksia ericifolia",2669075,"naturalized","Least Concern"
"Metrosideros excelsa",126408,"naturalized",NA
"Fraxinus excelsior",369664,"naturalized","Near Threatened"
"Castilleja exserta",2704992,"naturalized",NA
"Clematis flammula",2725991,"naturalized",NA
"Grevillea floribunda",2832336,"naturalized","Least Concern"
"Chaenostoma floribundum",2714079,"naturalized",NA
"Silene flos-cuculi",2485564,"naturalized",NA
"Juncus fontanesii",315027,"naturalized","Least Concern"
"Trachycarpus fortunei",207159,"naturalized","Least Concern"
"Tetragonia fruticosa",2436953,"naturalized",NA
"Plectranthus fruticosus",158099,"naturalized",NA
"Moraea fugacissima",323637,"naturalized",NA
"Billardiera fusiformis",2675971,"naturalized",NA
"Ruschia geminiflora",2420483,"naturalized",NA
"Oxalis glabra",2905467,"naturalized",NA
"Buddleja globosa",2685433,"naturalized",NA
"Lepidium graminifolium",2337784,"naturalized",NA
"Actinotus helianthi",2621049,"naturalized",NA
"Leersia hexandra",422089,"naturalized","Least Concern"
"Hyacinthoides hispanica",278549,"naturalized",NA
"Lampranthus densifolius",2341955,"naturalized",NA
"Melaleuca incana",123703,"naturalized","Least Concern"
"Abutilon indicum",2610698,"naturalized",NA
"Juncus inflexus",315191,"naturalized","Least Concern"
"Dietes iridioides",327948,"naturalized",NA
"Dimorphotheca jucunda",3087140,"naturalized",NA
"Eucalyptus kondininensis",73184,"naturalized","Endangered"
"Kennedia lateritia",2336054,"naturalized",NA
"Phillyrea latifolia",355786,"naturalized","Least Concern"
"Phalaris lemmonii",433496,"naturalized",NA
"Moraea lewisiae",323784,"naturalized",NA
"Melaleuca linariifolia",123749,"naturalized","Least Concern"
"Melaleuca linearis",123752,"naturalized",NA
"Collomia linearis",2731225,"naturalized",NA
"Suaeda linifolia",2484013,"naturalized",NA
"Eucalyptus longifolia",73281,"naturalized","Vulnerable"
"Mentha longifolia",124916,"naturalized","Least Concern"
"Westringia longifolia",214595,"naturalized",NA
"Matthiola longipetala",2359102,"naturalized",NA
"Ixia longituba",322807,"naturalized",NA
"Eucalyptus macarthurii",73301,"naturalized","Vulnerable"
"Centaurea macrocephala",3050068,"naturalized",NA
"Sagittaria macrophylla",287252,"naturalized",NA
"Oxybasis macrosperma",2914529,"naturalized",NA
"Taxandria marginata",374442,"naturalized",NA
"Chimonobambusa marmorea",404534,"naturalized",NA
"Eucalyptus megacornuta",73354,"naturalized","Vulnerable"
"Amsinckia menziesii",2635052,"naturalized",NA
"Pseudotsuga menziesii",379633,"naturalized","Least Concern"
"Lemna minor",109308,"naturalized","Least Concern"
"Vinca minor",213172,"naturalized",NA
"Galium mollugo",86839,"naturalized",NA
"Cistus monspeliensis",2723524,"naturalized","Least Concern"
"Centaurea montana",3050169,"naturalized",NA
"Piptochaetium montevidense",434562,"naturalized",NA
"Schoenoplectiella mucronata",461716,"naturalized","Least Concern"
"Pteris multifida",3146683,"naturalized",NA
"Polygonatum multiflorum",284010,"naturalized",NA
"Cytisus multiflorus",2754783,"naturalized","Least Concern"
"Pinus muricata",380239,"naturalized","Vulnerable"
"Muscari neglectum",281750,"naturalized",NA
"Albuca nelsonii",294597,"naturalized",NA
"Centaurea nigra",3050229,"naturalized",NA
"Laurus nobilis",2349094,"naturalized","Least Concern"
"Callitris oblonga",382371,"naturalized","Vulnerable"
"Oxalis obtusa",2393950,"naturalized",NA
"Stachys obtusifolia",195379,"naturalized",NA
"Eucalyptus occidentalis",73468,"naturalized","Endangered"
"Persicaria odorata",2572588,"naturalized",NA
"Veronica officinalis",2463283,"naturalized",NA
"Hakea oleifolia",2837800,"naturalized","Least Concern"
"Symphoricarpos orbiculatus",2486027,"naturalized",NA
"Trachystemon orientalis",2437738,"naturalized",NA
"Fraxinus ornus",369914,"naturalized","Least Concern"
"Prostanthera ovalifolia",165746,"naturalized",NA
"Ligustrum ovalifolium",354221,"naturalized","Least Concern"
"Crassula ovata",2741970,"naturalized",NA
"Grevillea oxyantha",2832582,"naturalized","Least Concern"
"Juncus oxycarpus",315571,"naturalized","Least Concern"
"Juncus pallescens",315578,"naturalized",NA
"Acer palmatum",2616153,"naturalized","Least Concern"
"Taxandria parviceps",374440,"naturalized",NA
"Pelargonium peltatum",2534299,"naturalized",NA
"Carex pendula",229622,"naturalized",NA
"Scirpus pendulus",264668,"naturalized","Least Concern"
"Ornithopus perpusillus",2388060,"naturalized",NA
"Hakea petiolaris",2837813,"naturalized","Data Deficient"
"Alliaria petiolata",2628680,"naturalized",NA
"Felicia petiolata",3095280,"naturalized",NA
"Homalanthus populifolius",99856,"naturalized","Least Concern"
"Hoheria populnea",2852290,"naturalized",NA
"Arctotheca prostrata",3075579,"naturalized",NA
"Carex punctata",230134,"naturalized","Least Concern"
"Picea pungens",380719,"naturalized","Least Concern"
"Triphysaria pusilla",2520003,"naturalized",NA
"Myosotis ramosissima",2358285,"naturalized",NA
"Lotus rectus",2345240,"naturalized",NA
"Aizoon rigidum",2627050,"naturalized",NA
"Bupleurum rotundifolium",2687113,"naturalized",NA
"Leptospermum rotundifolium",111465,"naturalized",NA
"Crassula rubricaulis",2742088,"naturalized",NA
"Pinus sabiniana",380011,"naturalized","Least Concern"
"Baccharis salicina",3098627,"naturalized",NA
"Melaleuca lophantha",495182,"naturalized",NA
"Stenocarpus salignus",2600857,"naturalized","Least Concern"
"Eucalyptus scias",73866,"naturalized","Near Threatened"
"Hordeum secalinum",419507,"naturalized","Least Concern"
"Sequoia sempervirens",378988,"naturalized","Endangered"
"Solidago sempervirens",3101810,"naturalized","Least Concern"
"Roepera sessilifolia",2529271,"naturalized",NA
"Trianoptiles solitaria",270567,"naturalized",NA
"Moraea spathulata",323278,"naturalized",NA
"Calicotome spinosa",2691859,"naturalized",NA
"Grindelia squarrosa",2927094,"naturalized",NA
"Saxifraga stolonifera",2584890,"naturalized",NA
"Eucalyptus stricklandii",73954,"naturalized","Least Concern"
"Cordyline stricta",303236,"naturalized","Least Concern"
"Melaleuca styphelioides",123912,"naturalized","Least Concern"
"Quercus suber",175312,"naturalized","Least Concern"
"Stachys sylvatica",195698,"naturalized",NA
"Brachypodium sylvaticum",400100,"naturalized",NA
"Notobasis syriaca",3043365,"naturalized",NA
"Onopordum tauricum",3043522,"naturalized",NA
"Wachendorfia thyrsiflora",272248,"naturalized","Data Deficient"
"Populus tremula",2917379,"naturalized","Least Concern"
"Plantago triandra",2555958,"naturalized",NA
"Carex tribuloides",231644,"naturalized",NA
"Nerine undulata",282151,"naturalized",NA
"Baeometra uniflora",300109,"naturalized",NA
"Piptochaetium uruguense",434593,"naturalized",NA
"Austrostipa verticillata",397262,"naturalized",NA
"Diplotaxis viminea",2771363,"naturalized",NA
"Melaleuca viminea",123964,"naturalized","Least Concern"
"Moraea virgata",323450,"naturalized",NA
"Dittrichia viscosa",3113909,"naturalized",NA
"Dodonaea viscosa",2774037,"naturalized","Least Concern"
"Arisarum vulgare",15835,"naturalized",NA
"Clinopodium vulgare",43704,"naturalized",NA
"Lysimachia vulgaris",2492070,"naturalized","Least Concern"
"Anthyllis vulneraria",2642105,"naturalized",NA
"Eucalyptus woodwardii",74158,"naturalized","Least Concern"
"Populus yunnanensis",2917425,"naturalized",NA
"Avena abyssinica",397275,"naturalized","Least Concern"
"Portulacaria afra",337506,"naturalized","Least Concern"
"Gladiolus alatus",328172,"naturalized",NA
"Lysimachia loeflingii",3292486,"naturalized",NA
"Vicia benghalensis",2452486,"naturalized",NA
"Wahlenbergia capensis",357344,"naturalized",NA
"Gladiolus caryophyllaceus",328308,"naturalized",NA
"Plantago cretica",2571473,"naturalized",NA
"Crassula decumbens",2741657,"naturalized",NA
"Acaena echinata",2938230,"naturalized",NA
"Corynephorus fasciculatus",405839,"naturalized",NA
"Pentzia globosa",3106728,"naturalized",NA
"Crambe hispanica",2741281,"naturalized",NA
"Juncus hybridus",315176,"naturalized","Least Concern"
"Molineriella laevis",424750,"naturalized",NA
"Cyperus longus",237327,"naturalized","Least Concern"
"Crassula natans",2741937,"naturalized",NA
"Typha orientalis",271046,"naturalized","Least Concern"
"Brassica oxyrrhina",2682595,"naturalized",NA
"Biserrula pelecinus",2676710,"naturalized",NA
"Gorteria personata",3076323,"naturalized",NA
"Sparaxis pillansii",324035,"naturalized",NA
"Lolium remotum",422871,"naturalized",NA
"Heliophila seselifolia",2843627,"naturalized",NA
"Holcus setiger",419098,"naturalized",NA
"Gamochaeta stagnalis",3093056,"naturalized",NA
"Lysimachia verna",2896597,"naturalized",NA
"Atriplex undulata",2665888,"naturalized",NA
"Gonialoe variegata",490610,"naturalized",NA
"Stylosanthes fruticosa",2597020,"naturalized",NA
"Atriplex lentiformis",2665422,"naturalized",NA
"Launaea sarmentosa",3063079,"naturalized",NA
"Ipomoea carnea",480996,"naturalized",NA
"Cyperus imbricatus",237000,"naturalized","Least Concern"
"Ocimum tenuiflorum",137105,"naturalized",NA
"Pteris tremula",3146756,"naturalized",NA
"Sphaeromorphaea australis",3114930,"naturalized",NA
"Pupalia lappacea",2408041,"naturalized","Least Concern"
"Pupalia micrantha",2408037,"naturalized",NA
"Indigofera oblongifolia",2864426,"naturalized","Least Concern"
"Ottelia ovalifolia",308405,"naturalized",NA
"Isachne pulchella",420500,"naturalized","Least Concern"
"Vitex trifolia",213839,"naturalized","Least Concern"
"Acaena agnipila",2937835,"naturalized",NA
"Blitum atriplicinum",2677590,"naturalized",NA
"Phragmites australis",433921,"naturalized","Least Concern"
"Cleretum bellidiforme",2727727,"naturalized",NA
"Solidago chilensis",3101264,"naturalized",NA
"Cyperus laevigatus",237182,"naturalized","Least Concern"
"Sorghastrum nutans",443203,"naturalized",NA
"Pelargonium panduriforme",2534335,"naturalized",NA
"Galium parisiense",87107,"naturalized",NA
"Veronica plebeia",2463247,"naturalized",NA
"Lachenalia reflexa",280771,"naturalized",NA
"Hypolepis rugosula",3143841,"naturalized",NA
"Lapeirousia anceps",323087,"naturalized",NA
"Atriplex canescens",2665120,"naturalized",NA
"Carum carvi",2701499,"naturalized",NA
"Thinopyrum distichum",446492,"naturalized",NA
"Delosperma vinaceum",2759335,"naturalized",NA
"Vallisneria americana",308958,"naturalized","Least Concern"
"Grammatotheca bergiana",370326,"naturalized",NA
"Nerine bowdenii",282092,"naturalized",NA
"Alocasia brisbanensis",6701,"naturalized",NA
"Rumex bucephalophorus",2424356,"naturalized",NA
"Banksia canei",2669041,"naturalized","Least Concern"
"Oxalis caprina",2394693,"naturalized",NA
"Gladiolus cardinalis",328299,"naturalized",NA
"Melaleuca citrina",123552,"naturalized",NA
"Callitris columellaris",382338,"naturalized","Least Concern"
"Adenocarpus complicatus",2621654,"naturalized",NA
"Romneya coulteri",2425826,"naturalized",NA
"Hakea dactyloides",2837662,"naturalized","Least Concern"
"Dennstaedtia davallioides",3143701,"naturalized",NA
"Lavandula dentata",109005,"naturalized",NA
"Ozothamnus diosmifolius",3088493,"naturalized",NA
"Andropogon distachyos",392299,"naturalized",NA
"Hibiscus diversifolius",2849796,"naturalized",NA
"Albuca flaccida",294538,"naturalized",NA
"Puccinellia gigantea",438701,"naturalized",NA
"Coreopsis grandiflora",3117350,"naturalized",NA
"Dietes grandiflora",327946,"naturalized",NA
"Sparaxis grandiflora",324648,"naturalized",NA
"Aristolochia grandiflora",2651456,"naturalized",NA
"Echinospartum horridum",2783733,"naturalized",NA
"Watsonia knysnana",325731,"naturalized",NA
"Stellaria multiflora",2482634,"naturalized",NA
"Babiana nana",326731,"naturalized",NA
"Acaena novae-zelandiae",2938419,"naturalized",NA
"Nymphaea odorata",2384378,"naturalized","Least Concern"
"Narcissus papyraceus",281955,"naturalized",NA
"Reichardia picroides",3063151,"naturalized",NA
"Juncus polyanthemus",315642,"naturalized",NA
"Oxalis polyphylla",2393638,"naturalized",NA
"Callitris preissii",382375,"naturalized","Least Concern"
"Ehrharta pusilla",410535,"naturalized",NA
"Aristida ramosa",395087,"naturalized","Vulnerable"
"Protea repens",2567034,"naturalized","Least Concern"
"Eucalyptus resinifera",73786,"naturalized","Least Concern"
"Hackelia suaveolens",3015028,"naturalized",NA
"Crassula thunbergiana",2742219,"naturalized",NA
"Samolus valerandi",2599143,"naturalized","Least Concern"
"Illecebrum verticillatum",2861825,"naturalized",NA
"Melaleuca viminalis",123961,"naturalized","Least Concern"
"Oxalis violacea",2394370,"naturalized",NA
"Tolpis virgata",3074194,"naturalized",NA
"Syringa vulgaris",356495,"naturalized","Least Concern"
"Lactuca virosa",2912755,"naturalized",NA
"Isachne globosa",420384,"naturalized","Least Concern"
"Bonnaya ruelloides",2679468,"naturalized","Least Concern"
"Gliricidia sepium",2826605,"naturalized","Least Concern"
"Sida subcordata",2601724,"naturalized",NA
"Indigofera hochstetteri",2864118,"naturalized","Least Concern"
"Indigofera sessiliflora",2864699,"naturalized","Least Concern"
"Vallisneria australis",374468,"naturalized",NA
"Succowia balearica",2475211,"naturalized",NA
"Eucalyptus botryoides",72549,"naturalized","Near Threatened"
"Xerochrysum bracteatum",3089505,"naturalized",NA
"Lachenalia bulbifera",280349,"naturalized",NA
"Triglochin bulbosa",308891,"naturalized","Least Concern"
"Albuca canadensis",294500,"naturalized",NA
"Muehlenbeckia complexa",2508918,"naturalized",NA
"Thalia dealbata",268123,"naturalized",NA
"Asparagus densiflorus",275016,"naturalized",NA
"Oxalis depressa",2395180,"naturalized",NA
"Yucca filamentosa",291765,"naturalized","Least Concern"
"Argyranthemum foeniculaceum",3112190,"naturalized",NA
"Cullen graveolens",2747310,"naturalized",NA
"Callitriche hamulata",31590,"naturalized",NA
"Banksia integrifolia",2669116,"naturalized","Least Concern"
"Vachellia karroo",2609116,"naturalized","Least Concern"
"Pancratium maritimum",286099,"naturalized",NA
"Leucanthemum maximum",3112707,"naturalized",NA
"Lachenalia mutabilis",280391,"naturalized",NA
"Tetragonia nigrescens",2436617,"naturalized",NA
"Romulea obscura",324401,"naturalized",NA
"Wachendorfia paniculata",272242,"naturalized",NA
"Tigridia pavonia",325553,"naturalized",NA
"Azolla pinnata",3145494,"naturalized","Least Concern"
"Eucalyptus polyanthemos",73672,"naturalized","Near Threatened"
"Auranticarpa rhombifolia",2666345,"naturalized","Least Concern"
"Convolvulus sabatius",484830,"naturalized",NA
"Sporobolus schoenoides",497555,"naturalized","Least Concern"
"Spinifex sericeus",443917,"naturalized",NA
"Mesembryanthemum parviflorum",2362177,"naturalized",NA
"Parthenocissus tricuspidata",2548140,"naturalized",NA
"Hibiscus tridactylites",2850644,"naturalized",NA
"Babiana tubiflora",326807,"naturalized",NA
