"species","native_area_km2","threatened_area_km2","ratio","nonnative_area_km2"
"Fragaria moschata",1757846.11359758,94849.8057524751,0.0539579687998722,630484.613384921
"Frankenia laevis",417973.790685703,39088.4886442696,0.0935189945286841,17.1153039299951
"Frankenia pulverulenta",550818.485938743,20188.3823752672,0.0366516064559103,20556.6162700341
"Fraxinus excelsior",4306171.36543772,350061.314045739,0.081292936192788,232906.038589669
"Fraxinus ornus",1343387.51142922,64028.5781720691,0.0476620317126141,98372.2144185971
"Freesia leichtlinii",25216.3541751351,24771.9945976696,0.982378119597335,470.922324816012
"Fritillaria meleagris",1484857.35705481,640906.832119156,0.431628552785961,213162.119436895
"Fuirena pubescens",194220.04048429,5295.8308735626,0.0272671700631787,10928.7537390522
"Fumaria capreolata",1538977.93984345,23451.7448987209,0.0152385192091229,784551.158885175
"Fumaria densiflora",725907.604529111,18479.2017991793,0.0254566857873966,341998.70798066
"Fumaria officinalis",4076010.37904886,80560.2983723777,0.0197644978497765,1253401.21499072
"Fumaria parviflora",1190362.37702932,146585.765605353,0.123143816063117,267197.864752013
"Fumaria schleicheri",681945.55848797,155243.585431453,0.227648062956322,74121.8682623296
"Fumaria vaillantii",1378907.12970474,86640.3237657708,0.0628326026454898,168065.485118309
"Furcraea hexapetala",10040.064535744,1969.23692062006,0.196137874772547,3399.07924375558
"Gagea lutea",3457760.99495275,209595.164217971,0.0606158622657594,45932.6685301356
"Gagea minima",1714764.81011605,52606.908447441,0.0306787893809652,45811.0814320697
"Gagea pratensis",1212172.05905382,400709.837610571,0.330571748967182,3962.99439951664
"Gagea villosa",1396703.80527513,450388.766706813,0.322465482664088,4149.57942898178
"Galanthus alpinus",64168.4117322505,33335.7719277456,0.51950439519748,2749.44373794449
"Galanthus elwesii",113209.15149434,44710.0863140188,0.394933498960588,410806.495221477
"Galanthus nivalis",2044306.53928867,91664.0551601463,0.044838703686797,1745534.05022452
"Galanthus plicatus",61468.7537936278,17333.6652874332,0.281991487018403,82661.7775220834
"Galanthus woronowii",31406.7391023823,12584.3332351815,0.400688947494932,56811.5334639893
"Galatella sedifolia",1212342.48190728,2699.78495341678,0.00222691606844414,1507.59742803286
"Galax urceolata",313911.551323118,21186.6911329679,0.0674925501902281,14757.2523006011
"Galega officinalis",1779016.7596247,92094.0129900249,0.0517668046080988,671218.163688418
"Galeopsis angustifolia",1387664.37965683,150206.299529273,0.108243968593054,166028.454428004
"Galeopsis bifida",5076368.73524679,98802.9559120529,0.0194633134559421,1010652.39030295
"Galeopsis ladanum",2915227.05116171,66714.5564072926,0.02288485776115,234257.700285744
"Galeopsis pubescens",1151260.91786607,103876.45676696,0.0902284227275785,12846.0978379005
"Galeopsis segetum",762467.671851767,103115.285369969,0.135238894941655,551.411182438557
"Galeopsis speciosa",3839546.68912868,78425.434417946,0.0204257014610606,903358.95079067
"Galium mollugo",5286242.21852802,84147.0714848888,0.0159181263374496,1394260.69296191
"Galium odoratum",4823013.18874895,34522.6877446761,0.00715790863379973,865815.84963316
"Galium parisiense",1314988.5308802,164669.2164417,0.125224830920371,135463.068796669
"Galium pumilum",1083153.19541882,130578.159124497,0.120553731158968,60773.4500556888
"Galium rotundifolium",1083499.48702463,4918.09245925626,0.00453908148379626,21216.2502610141
"Galium rubioides",1173957.72875659,31400.2786233855,0.0267473673491153,162972.825268713
"Galium saxatile",1767248.68245391,44632.9458373337,0.0252556113242414,34613.5344226232
"Galium spurium",2502045.27279872,109088.457698149,0.0435997137558289,244442.948283027
"Galium sylvaticum",1030129.73056034,17868.4004516786,0.0173457768682776,3295.2676378942
"Galium tricornutum",1429695.25688292,354597.117774685,0.248022867857723,100862.337522786
"Galium uliginosum",4481972.20837442,76111.6592254078,0.0169817338633193,5175.9567184755
"Galium verum",8637334.26342356,248659.866628014,0.0287889595382468,659101.726955411
"Gamochaeta purpurea",613823.341727005,19882.9203095855,0.0323919260770444,523739.482314228
"Gaudinia fragilis",1023144.16939872,11201.5192419747,0.0109481337791893,60016.2830991496
"Gaultheria procumbens",1762623.63969712,77535.8005693094,0.0439888577590124,8910.74246187528
"Genista aetnensis",22458.7195642048,9046.97913505905,0.402827022671334,7119.29001004165
"Genista anglica",1113660.25499481,171804.457231663,0.154270080539477,11839.4090272646
"Genista linifolia",88079.6919859457,26432.1013883175,0.300093027034372,160515.449960424
"Genista monspessulana",367673.836257949,2180.21940593909,0.00592976489197211,920910.055539964
"Genista tinctoria",3669499.33123849,312603.313470206,0.0851896363106024,54928.6730072353
"Gentiana asclepiadea",1206094.92539737,313716.732303511,0.260109486987645,50404.03426828
"Gentiana clusii",298996.147498887,99950.9208735996,0.334288323477384,2059.76586316766
"Gentiana lutea",1044754.1977515,230832.490361498,0.220944305233032,66863.8696674849
"Gentiana pannonica",130032.559694051,106252.799147216,0.817124567856044,2035.78454877217
"Gentiana punctata",359617.931636246,79748.9739323923,0.221760282001339,2035.78454877217
"Geranium bohemicum",376345.084766538,47659.133889012,0.126636791121045,1843.13297602073
"Geranium columbinum",2501674.18270593,32845.6577048453,0.0131294706288721,168933.021004441
"Geranium dissectum",2899889.34829916,93146.1877308987,0.0321206006655153,2080191.92266064
"Geranium divaricatum",395485.006074773,61531.6971408645,0.155585410813857,3981.91750973
"Geranium endressii",276798.042142428,273850.430126596,0.989351037337485,354979.169681618
"Geranium lucidum",2513055.31918345,38918.7461267198,0.0154866253160577,217934.530368664
"Geranium macrorrhizum",1191972.5507788,533899.626424281,0.447912685636467,789218.578344487
"Geranium molle",3102755.17131296,65252.2288368619,0.0210304149809054,1910583.79942999
"Geranium phaeum",1702076.8336686,333677.899988335,0.196041620088992,698516.38191118
"Geranium pratense",5554806.74031139,53837.2103035662,0.00969200420833151,560227.441662144
"Geranium purpureum",2154578.24558809,104765.637671373,0.0486246614092113,535052.749645805
"Geranium pusillum",3615576.9948121,80828.9007027104,0.0223557404028983,697700.01879791
"Geranium robertianum",6309266.34166039,106928.268789634,0.0169478134222329,482200.722864541
"Geranium rotundifolium",2241604.53565274,28592.6625639332,0.0127554446420707,164437.457220139
"Geranium sanguineum",4228093.14509641,84148.459394189,0.0199022245978146,772983.055230571
"Geranium solanderi",970119.631442464,49728.3925207487,0.0512600620676111,54073.29817615
"Geropogon hybridus",537459.241458844,59657.1287888183,0.110998424042145,2081.85587143023
"Geum aleppicum",4243412.96491178,44060.3537250554,0.0103832349312651,37185.4141569856
"Geum montanum",662850.749135818,5096.74564748041,0.00768913010074322,2035.78454877217
"Geum rivale",6474883.81290492,295532.506680322,0.0456429049879326,18414.6724267516
"Gillenia trifoliata",402641.079603421,172106.40533882,0.427443731047849,14495.3986480478
"Gladiolus communis",911909.491683855,19493.0713409127,0.021376103131593,136996.994338874
"Gladiolus imbricatus",566321.446452527,209425.446159747,0.369799603161069,12901.6818176386
"Gladiolus italicus",1362231.29386609,4674.42616556371,0.00343144823247851,30569.880222313
"Glaucium corniculatum",1174356.28866515,59818.8401255902,0.0509375567729824,252128.84410821
"Glaucium flavum",1593210.33414177,105830.227802836,0.0664257728781579,113299.455054396
"Glebionis segetum",1984085.96631812,384892.500105658,0.193989830400295,561188.368842542
"Glechoma hirsuta",457171.550771501,20359.7753394814,0.0445342132622277,8233.10220780533
"Glinus lotoides",1806848.84427362,8609.04386319419,0.00476467297775268,447204.49257646
"Glochidion puberum",80031.4968983336,17753.9073944915,0.221836502908908,1579.28359286594
"Gloriosa superba",2945885.44079608,958092.033015992,0.325230580846036,189191.545909431
"Glyceria canadensis",721947.12273099,13801.8252547406,0.0191175015734267,7184.91353091012
"Glyceria declinata",1764153.1681912,126262.733359294,0.0715712987034753,183493.91373838
"Glyceria fluitans",3253664.97480271,60481.7145483148,0.0185887960243916,59083.2867179778
"Glyceria maxima",2973824.48549375,65693.9191251478,0.0220907183479056,613991.925613366
"Glyceria notata",2541506.78083957,10977.6524016665,0.00431934806722809,15433.2558616839
"Glyceria striata",1048877.93637851,1850.26389889806,0.00176404120510583,261195.41376579
"Glycyrrhiza glabra",629045.882906119,864.024111564762,0.00137354704170874,207190.365194876
"Glycyrrhiza lepidota",1970636.30617823,629507.998686596,0.319444027653909,1292.89335255058
"Gmelina elliptica",7250.32445364847,411.567638239311,0.0567654097234509,8099.65788711545
"Gnaphalium uliginosum",5341830.94210874,74210.5685136587,0.0138923468971415,1074266.20364971
"Goniolimon tataricum",404566.38579459,21922.9672666792,0.0541888007418641,6618.79311436854
"Goodyera repens",4662102.95635483,968961.36446165,0.207837830595499,19788.1870591955
"Gratiola officinalis",1787700.10221909,430469.645122346,0.240795223196552,6886.0821807948
"Groenlandia densa",1318669.8892913,388439.675063181,0.294569306706429,2097.31326538405
"Grona heterophylla",73202.2013543064,13473.3342845648,0.18405640862291,1666.16996148177
"Guaiacum officinale",242509.066209937,178270.073228687,0.735106839570117,10528.8672047056
"Guilandina bonduc",767883.14132079,80821.0163854255,0.10525171349173,151231.694102246
"Guzmania monostachia",422490.862530131,6047.26491459171,0.0143133626094942,1473.07764573866
"Gypsophila paniculata",1287849.24799808,53941.975365484,0.0418853180598078,558730.535122435
"Gypsophila vaccaria",1548742.90468509,40877.5368986583,0.0263940107651179,435430.721541924
"Halerpestes cymbalaria",1056419.80862443,47580.8454031865,0.0450397133930512,10610.6962358427
"Halesia carolina",313735.08027252,180433.647848634,0.575114672200202,54827.3793626658
"Halophila decipiens",133917.080304977,3449.31201422311,0.0257570730064291,6174.54493187222
"Halophila stipulacea",42092.9781478005,1733.87019836134,0.0411914355946312,920.177911008531
"Harpullia arborea",33012.0414234086,5986.69709997412,0.18134889094526,3678.76435351877
"Hedera helix",4185920.60342337,80387.3128690768,0.0192042134777553,2808454.60739542
"Hedlundia mougeotii",334040.949479921,12235.3498862654,0.036628293343421,28578.000228696
"Helianthus angustifolius",1159399.75404737,130338.300602846,0.112418775446385,12366.657431281
"Helichrysum arenarium",2369805.73815706,578860.388596809,0.244264911370742,32585.3696478604
"Heliotropium curassavicum",3038061.08654891,2032.33211601057,0.000668956962389192,722547.369161406
"Heliotropium europaeum",2736807.88213393,85781.5828334562,0.0313436625908031,714214.081812291
"Heliotropium supinum",618195.807806089,35360.4972940148,0.0571995100055845,429220.248688377
"Helleborus foetidus",1812747.3077601,36698.6457010101,0.0202447663521047,202848.137188333
"Helleborus niger",710654.406289696,450945.553334597,0.634549718320849,100923.010601251
"Helleborus orientalis",157198.354175167,32693.7102058273,0.207977433207708,233485.864010508
"Helleborus viridis",1379951.13677452,87899.2262003093,0.0636973468537182,201509.770265333
"Hellenia speciosa",1179369.99194421,482.790165074776,0.00040936276857349,183399.994645505
"Helminthotheca echioides",1708439.08270169,138.337516587112,8.09730460909074e-05,1354839.94515943
"Helosciadium nodiflorum",1773297.83258291,142109.38240325,0.0801384740860255,102416.190569185
"Hemarthria altissima",155504.18909907,6433.63101993907,0.0413727183634923,48344.8253967519
"Hepatica nobilis",3169084.19587646,94001.3871542345,0.0296620037033245,43581.8332559794
"Herniaria glabra",3057375.91909455,126572.967857167,0.0413992165852643,293394.821953188
"Herniaria hirsuta",1467525.54871842,55834.4741703803,0.0380466794728992,391020.391736875
"Herniaria incana",460360.031846252,5592.19447628861,0.0121474369828792,2527.50519892794
"Hesperis sylvestris",21746.3945020968,9400.1106432473,0.43226065094795,2390.94104892117
"Hesperis tristis",178920.785118083,16493.8349624917,0.0921851251189522,2246.83804811093
"Hesperostipa comata",1249529.14303398,142706.016406517,0.114207833568421,10.3694123916502
"Hibiscus laevis",1484765.91332414,242137.33471767,0.163081151408955,10469.387432185
"Hibiscus surattensis",534460.531315626,7460.46715406866,0.0139588738867284,4767.6434156099
"Hibiscus trionum",1339809.24079883,116251.837141112,0.0867674543517854,3784758.58970862
"Hippeastrum reginae",65473.7653423057,41306.1782125855,0.630881361361016,6663.22234458331
"Hippeastrum striatum",54902.1941157449,53967.8824917458,0.982982253459135,2062.04229541902
"Hippocrepis emerus",1347626.31254216,2660.37783894393,0.00197412132293959,9332.656808148
"Hippophae rhamnoides",2758009.84884915,41087.8294250825,0.0148976369472457,819742.850531125
"Hippuris vulgaris",5873416.92331517,932152.602577037,0.158707037955496,2637.00386385018
"Hirschfeldia incana",1204557.16122174,30659.7990374964,0.025453170695859,1169913.1157454
"Holcus mollis",2389072.39035067,1574.11504672516,0.000658881268346209,242063.522909903
"Holosteum umbellatum",2026870.7911863,44016.497194293,0.021716479109421,651477.144641571
"Hordeum jubatum",5143355.57828407,26559.9892770263,0.00516394188050427,2047831.4025066
"Hordeum marinum",932852.243090565,56645.3376327022,0.0607227329432523,748561.970965959
"Hordeum secalinum",1141810.18440858,273705.646918672,0.239712038529803,18430.0875683309
"Hornungia procumbens",526560.398606901,7418.78294836961,0.0140891395706878,190903.835911581
"Hottonia palustris",1864627.06595084,487415.058711168,0.261400827871507,11173.4711390419
"Houstonia caerulea",741443.651384263,101612.784800663,0.137047211357132,3912.50430698376
"Hyacinthoides non-scripta",1137352.93902979,35529.7682088852,0.0312389997771436,482476.507018484
"Hydrilla verticillata",959225.764520662,50401.2889686161,0.0525437189375353,862124.025326184
"Hydrocera triflora",48049.1712916332,10118.6905608723,0.210590324221353,664.253055169716
"Hydrocharis morsus-ranae",3715205.70702226,663715.898275153,0.178648492335333,394320.366112416
"Hydrocotyle ranunculoides",1793667.04653405,5857.74164500447,0.00326579097069522,391596.449315689
"Hydrocotyle vulgaris",1761986.44923066,96405.5961334748,0.0547141529808974,10167.4071487454
"Hygrophila erecta",13073.5995529532,12896.5118156864,0.986454553962008,12149.9524266841
"Hylotelephium maximum",3375665.95255744,6788.64294195022,0.00201105294106695,32960.1565876591
"Hyoscyamus niger",5659937.12032061,609524.766920606,0.107691084540897,1764274.90866224
"Hypecoum pendulum",510744.380337695,74152.0310899777,0.145184232944374,7546.05121750532
"Hypertelis cerviana",743301.286304261,3302.35931278009,0.00444282738860795,5321.68004839612
"Hypochaeris glabra",1798286.82769763,537600.189387339,0.298951302488066,2417577.83854307
"Hypolepis dicksonioides",46238.9615261885,43967.8777313651,0.950883762959576,3320.1644894248
"Hyssopus officinalis",1678250.81539693,9691.62014808507,0.00577483416612723,653681.709192272
"Ilex aquifolium",2749398.06835767,241619.576324904,0.0878808998615589,599773.889299316
"Illecebrum verticillatum",993710.212282347,285494.50922433,0.287301575142927,12478.9412796307
"Impatiens flaccida",37555.4927391142,17968.5498989209,0.478453312375439,4674.21948985781
"Imperata cylindrica",1801803.35480326,28613.6683873605,0.0158805722672687,1011818.9995206
"Indigofera kirilowii",153461.174184957,214.310360201572,0.00139651192778753,273.759193905797
"Inula helenium",1248977.41953351,79524.3234322212,0.0636715461692841,2186178.21062873
"Ipomoea biflora",619628.680116478,27457.8960681815,0.0443134686132022,491.758016518717
"Ipomoea eriocarpa",1235394.23997,5986.69709997412,0.00484598106926538,10935.6842517153
"Ipomoea imperati",634425.365687317,15238.0727446635,0.0240187003370445,17819.2557644749
"Ipomoea mauritiana",307625.02354698,25337.3072674139,0.0823642594977143,32633.8935087599
"Ipomoea sagittata",438425.589146642,10343.9815533474,0.0235934712968764,36868.0699132466
"Iris domestica",447146.833530881,2973.8142336943,0.00665064361568138,1506522.8402827
"Iris ensata",486861.132803394,116203.401912765,0.238678740370286,29565.495869319
"Iris foetidissima",1374950.62138528,25605.4864743988,0.01862284075962,546104.542893996
"Iris graminea",974364.134305263,156516.256076126,0.160634254243897,80223.8543107291
"Iris laevigata",689740.531300951,301492.21504635,0.437109610591815,16130.6261898263
"Iris pseudacorus",5447630.28426873,230369.219306438,0.0422879687653697,3542038.84033745
"Iris pumila",842983.292083534,380866.589398711,0.45180799308294,73272.6196359206
"Iris sanguinea",650661.037752634,263043.788824073,0.404271615421479,49627.1224374539
"Iris setosa",1020572.88511684,16821.7933666954,0.0164826967402426,8003.26349693697
"Iris sibirica",2164100.99648681,1029239.6935975,0.475596885389528,463704.505803413
"Iris spuria",273999.166836085,57693.1988800478,0.210559760258548,20650.3524823286
"Iris tuberosa",272401.664491795,6169.26318900637,0.0226476706760072,32929.0108684136
"Iris variegata",339513.310834827,177630.84171032,0.523192570192742,12987.1872007397
"Iris xiphium",915593.910712587,338739.882968113,0.369967382924684,50.4217435844777
"Isatis tinctoria",551146.35925924,72990.4849320472,0.132433941920888,1126901.23314332
"Isolepis cernua",1443173.18241553,1492.0936189548,0.00103389782815767,2597.79596237479
"Isolepis fluitans",1346674.0455124,1657.18241882343,0.00123057426134093,2642.06352720599
"Isolepis setacea",1947596.72994239,460671.967985028,0.236533549734732,67753.6135133369
"Isopyrum thalictroides",1166343.9194166,69317.4751841036,0.0594314198669429,9241.33736449903
"Ixia campanulata",4255.53946578945,4255.53946578945,1,15450.7981028973
"Jacobaea erucifolia",3220120.52028796,27560.2450542368,0.00855876197198115,12367.6781734252
"Jacobaea subalpina",58403.4420771752,25556.7328477398,0.43758949710479,3318.82352238634
"Jacobaea vulgaris",5432477.75528743,87530.1184426558,0.0161123749393107,1000419.74024886
"Jasione montana",3348902.56834165,98257.6093433143,0.0293402412695364,40556.1727796112
"Juncus acutiflorus",1858272.85293454,32936.541743793,0.017724276438619,24221.8360416632
"Juncus articulatus",5516651.88287162,24683.4286813815,0.00447434951587572,684667.435372878
"Juncus bulbosus",2503060.02138709,70559.8304473049,0.0281894280777988,299438.254638116
"Juncus capitatus",1202794.15570887,310949.422897913,0.258522558845202,520201.695539493
"Juncus compressus",4581132.88194691,6877.79573767543,0.00150133076575427,182911.081368064
"Juncus conglomeratus",3313697.12105002,66282.0011132499,0.0200024319338657,43643.8189262075
"Juncus foliosus",284825.708958583,34416.5041459886,0.1208335591328,11149.5860786924
"Juncus fontanesii",250378.35215402,56164.1648779849,0.224317175965099,5595.86079944319
"Juncus inflexus",2916933.74538216,7405.69251362934,0.00253886209289237,46353.1983787785
"Juncus squarrosus",1607970.01060362,371855.478860801,0.231257720236467,55191.0751075588
"Juncus subnodulosus",1514940.96476199,350978.540623855,0.231678031545603,14772.8420843048
"Juniperus communis",10959046.3715382,252350.313641369,0.0230266672013315,17689.5380737255
"Juniperus phoenicea",541324.458144628,747.149924911437,0.00138022569213345,11158.7610128987
"Juniperus procera",136682.529650338,5873.12196402579,0.0429690757044844,31813.0126891939
"Juniperus sabina",1458919.88621239,213267.373301321,0.146181689150184,75183.4433111455
"Kadenia dubia",1239582.78789892,142472.814931809,0.114936102955495,10095.7253754846
"Khaya anthotheca",53217.8231452857,28583.9515740269,0.537112378610303,187641.228627476
"Kickxia elatine",1415413.40681823,359801.973522394,0.254202745140876,743605.923668465
"Kickxia spuria",1560536.98548074,79830.8835590234,0.0511560343021479,167066.716188489
"Kleinhovia hospita",86330.6735959782,482.790165074776,0.00559233636162972,2411.34058985051
"Koeleria delavignei",502115.762005334,7635.35090364207,0.0152063557478225,1349.95550390314
"Koeleria macrantha",4065660.63926223,431751.593928874,0.106194695582665,21023.2453839688
"Koeleria pyramidata",3032082.9624258,82884.5950537388,0.0273358598959402,14572.2215050052
"Kundmannia sicula",105436.367897136,22317.3391756122,0.211666426117647,9687.27024953325
"Lactuca ludoviciana",206652.527889975,20151.9438598356,0.097516077183265,14106.7595741114
"Lactuca muralis",2412125.92586975,966.58907009029,0.000400720816323784,37541.7136493331
"Lactuca saligna",1718934.23358906,251753.822719105,0.146459252366773,1185095.2000381
"Lactuca tatarica",2233596.30238073,7618.55081164686,0.0034108897850191,499109.433208092
"Lactuca virosa",1600523.07681343,13560.7285668307,0.00847268543845646,199148.145822453
"Lagurus ovatus",1233272.00428335,1695.54821033753,0.00137483718469942,748121.149535479
"Lamium amplexicaule",5722450.78882439,63693.8179302432,0.0111305138795835,5806628.73342623
"Lamium confertum",350200.639632371,23430.0276970243,0.0669045828174967,104423.642607311
"Lamium galeobdolon",3995615.51904334,53323.9776604987,0.0133456228224046,1168803.39534496
"Lamium hybridum",1520485.92444207,28846.0977248613,0.0189716308853343,506750.104439421
"Lamium maculatum",3965853.96114334,8882.05732154843,0.0022396329790691,1454003.33352709
"Lampranthus glaucus",33256.8782619956,33191.2490815528,0.998026598289658,5874.82562664867
"Lappula squarrosa",3413760.9403257,134856.055941908,0.0395036612988612,499622.312493535
"Laser trilobum",522132.771545888,146779.040824907,0.28111440006023,1209.23626735676
"Lathraea clandestina",640331.446203607,26830.7907701985,0.041901410479327,123909.175049699
"Lathyrus angulatus",733443.672193706,245.581802526017,0.000334833896366561,104876.142743908
"Lathyrus aphaca",1977110.00756503,315090.324171373,0.159369141305107,96899.9980603426
"Lathyrus cicera",1164979.30191946,16853.0236860623,0.0144663717701204,26065.6604221473
"Lathyrus heterophyllus",348638.447133324,8437.54170302293,0.0242014091457799,12753.0363184938
"Lathyrus hirsutus",1462778.08327341,284712.875431258,0.194638461354388,944649.00838918
"Lathyrus incurvus",93571.6225015795,2367.368152092,0.0253000652206499,2799.886520883
"Lathyrus latifolius",1633095.39126089,64883.044731786,0.0397301009353108,3197000.21794856
"Lathyrus niger",2054142.7469672,86890.5163313377,0.0423001354017999,31081.4336762053
"Lathyrus nissolia",1366138.28841593,248999.831287297,0.182265465655032,45325.0609401023
"Lathyrus palustris",3598728.89444464,405279.69763807,0.112617457309358,29199.9365762287
"Lathyrus pannonicus",706057.616682369,26053.726243443,0.036900283529076,2480.48913508641
"Lathyrus rotundifolius",109992.673277855,16995.146876397,0.154511626728675,4286.85562474171
"Lathyrus sphaericus",1057775.43472821,34172.3932891759,0.0323059055516414,52532.8465671854
"Lathyrus tuberosus",4405789.87584228,35569.0675140142,0.00807325553791062,1086237.12719519
"Launaea intybacea",79895.4361530182,700.06133261483,0.00876221929966126,13535.198401768
"Laurus nobilis",1378088.50599657,13623.2946926851,0.00988564568487812,321394.412680196
"Lavandula angustifolia",1082281.67536089,38160.3247856903,0.0352591433953325,348980.027998293
"Lavandula latifolia",725649.154026003,442.539623073352,0.000609853426574096,32039.1006150684
"Lavandula stoechas",1580782.58468201,8921.93420092948,0.00564399828754707,248145.28092143
"Leersia hexandra",1200809.33027306,5707.39851180193,0.00475295983126989,77016.5062574912
"Leersia oryzoides",3092068.32462926,436655.911919768,0.141218067027068,19470.1640871011
"Legousia hybrida",1120287.95885785,216549.974041059,0.193298492881985,89056.8286418574
"Legousia speculum-veneris",1450998.72620293,395507.353523562,0.272575948125435,42422.6117439204
"Lemna gibba",2094985.27659847,51093.3830527425,0.0243884210659946,35882.9209124977
"Lemna perpusilla",6791.31936660603,3943.00458300965,0.580594781390787,5073.65109951074
"Lemna valdiviana",51301.3458942075,8931.71373351338,0.174102912464171,12594.6517061935
"Leontodon hispidus",3451774.39996932,17963.9827568661,0.00520427486715987,178505.546686292
"Leontodon saxatilis",4667707.22908819,721154.916905173,0.154498746710395,8936753.57942184
"Leonurus cardiaca",3259389.18106029,304836.395128372,0.093525620352341,3335630.93289287
"Lepidium campestre",1610827.21955262,36031.0878618705,0.0223680649448409,2243692.6100959
"Lepidium coronopus",1428860.41210968,49977.9653657491,0.0349775002107852,263458.887604556
"Lepidium didymum",760640.147301406,35521.1581375057,0.0466990314191637,3295910.55006872
"Lepidium graminifolium",760966.205562521,12417.8733124262,0.0163185608265569,10272.8116530598
"Lepidium latifolium",1990927.87081638,56783.0058623424,0.028520875464493,1332967.18281741
"Lepidium perfoliatum",713349.027101263,21533.3717708941,0.0301863056551661,1138011.16397235
"Leptospron adenanthum",283515.374201291,5178.40977234873,0.0182650051586696,42607.4296125916
"Leucadendron argenteum",27589.8424530711,27342.2704126934,0.991026696118368,1883.71479485367
"Leucaena leucocephala",678552.160249071,12945.4552459292,0.0190780547234238,4785761.94812411
"Leucanthemella serotina",11099.7565783397,869.733321965953,0.0783560716694608,74783.6334417972
"Leucojum aestivum",1133607.5917893,142080.47466603,0.125334794593047,1812241.60355142
"Leucojum vernum",1365999.48962355,432490.252284649,0.316610844711104,374877.477576411
"Leymus arenarius",1594787.74075816,6145.67548251087,0.00385360090590441,183161.369403153
"Liatris punctata",1786397.47034187,229264.682672285,0.128339121879975,2616.21067111746
"Liatris spicata",1260787.14971417,347231.173525827,0.275408242862047,64001.7024375027
"Liatris squarrosa",511273.97923169,87076.6667584903,0.170313120353482,3027.42456376349
"Ligularia sibirica",1045296.19548108,95246.7075874768,0.0911193477975312,2679.52689690479
"Limnophila sessiliflora",170432.641294185,8596.54062807922,0.0504395200520344,81661.8321569656
"Limoniastrum monopetalum",294546.111130972,60905.279072407,0.206776721099961,112983.5944255
"Limosella australis",872585.675774017,31187.7906906077,0.0357418091500791,3694.23966385172
"Linaria arenaria",81208.2994017461,9407.29699099601,0.115841571123871,3172.53228807933
"Linaria arvensis",874590.615980368,270840.576794699,0.309676975542553,149912.647126642
"Linaria dalmatica",113207.388778556,22346.4338998974,0.197393775627216,981484.652274625
"Linaria genistifolia",1024096.88496721,25129.2670528867,0.0245379782145234,134789.677251922
"Linaria pelisseriana",528019.173814499,7640.89052787272,0.0144708580801596,292321.091198571
"Linaria purpurea",169084.865034852,39032.0189267208,0.230842771874795,533400.678944251
"Linaria simplex",760978.658835665,3719.72399132938,0.0048880792491878,10022.6931640889
"Linaria supina",805124.781344603,13959.9170298672,0.0173388241839399,48259.5172200694
"Lindernia dubia",2044804.8738911,3119.69150253938,0.00152566709047541,641110.292576421
"Lindernia procumbens",716872.875413538,91666.1105319355,0.127869408476442,166550.909022762
"Lindsaea ensifolia",428302.989375441,2868.41716314004,0.00669716820637376,7300.67970608724
"Linum austriacum",808225.568005214,36298.0544825926,0.0449107970837647,587471.633440995
"Linum bienne",1524095.85584595,17771.5114762388,0.011660363361053,342990.405574286
"Linum catharticum",2988884.63277856,38987.8972922944,0.013044296479269,281692.705060452
"Linum narbonense",709973.450065446,39023.3056832689,0.0549644577267949,20766.5405874135
"Linum perenne",1055755.29471565,352040.546395411,0.333448999173834,320829.240986325
"Linum trigynum",864889.750801728,442.539623073352,0.000511671716150099,304404.149094045
"Linum usitatissimum",66523.4638468062,36942.6885204423,0.555333207024756,2094683.98689876
"Lithospermum officinale",3363013.42368041,164515.842236203,0.0489191750106546,360669.31540693
"Lobelia angulata",250465.097831175,245427.161684574,0.979885675927602,25361.9137090786
"Lobelia urens",582950.708821123,14037.4066054318,0.0240799202968962,714.161100772717
"Logfia gallica",1083661.52211815,40558.2238045122,0.0374270221620826,270441.886959836
"Logfia minima",2024178.26715085,411429.935773129,0.203257757703446,26901.016362491
"Lolium giganteum",3055917.96873332,17335.9953513728,0.00567292562455746,16097.2528108642
"Lolium multiflorum",1209829.07078062,17561.6762956098,0.0145158326244206,2047093.51828106
"Lolium persicum",16479.7681568367,5295.8308735626,0.321353481624413,4528.98009719728
"Lolium remotum",324990.825680841,324990.825680841,1,35988.9140519155
"Lolium rigidum",1107312.4444159,11490.5124629219,0.010376937892162,911120.0671473
"Lolium temulentum",1450217.7061354,959541.602075862,0.661653486932583,449902.336331661
"Lonicera alpigena",548233.464171416,2500.61961093205,0.0045612312533884,2137.33859446171
"Lonicera caerulea",3304175.04319099,177886.848470666,0.0538369929393547,366592.407554293
"Lonicera caprifolium",815927.441429168,44649.4863457166,0.0547223736800777,1036500.14430232
"Lonicera etrusca",1314095.2952418,8861.67216766965,0.00674355368271755,5951.28870716037
"Lonicera maackii",258541.996505981,5099.35224395056,0.0197234968123741,1896141.3457526
"Lonicera nigra",782704.518516875,75538.3780226322,0.0965094441587839,20502.5237176714
"Lonicera periclymenum",2455385.27331848,53378.3137519227,0.0217392823570133,214105.635859189
"Lonicera xylosteum",4535985.78193424,30739.47926466,0.00677680238485052,353295.261531513
"Loropetalum chinense",384529.598186842,66201.3451111309,0.172161897090075,3787.5957537695
"Lotus angustissimus",766142.866017708,2000.60598307759,0.00261127013226192,200606.35562984
"Lotus corniculatus",6177061.48250078,18762.4074628971,0.00303743252613719,5198048.07238828
